Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Maurice B. Collins,Illinois,Illinois,Chicago,$114000,Illinois,0
William C. Schumaker,Indiana,do,do,$120000,Illinois,0
John C. Cluett,England,do,do,$120000,Illinois,0
Mrs Sylla M. F. Cook,Illinois,do,do,$84000,Illinois,0
George H. Carmichael,New York,do,do,$90000,Illinois,0
Charles G. Curtis,do,do,do,$90000,Illinois,0
Hamlet Collamore,Massachusetts,do,do,$90000,Illinois,0
John J. Corcoran,Illinois,do,do,$78000,Illinois,0
William R. Cleveland,do,do,do,$78000,Illinois,0
Miss Kate A. Cary,New York,do,do,$78000,Illinois,0
John P. Carroll,New Jersey,do,do,$72000,Illinois,0
Alex H. Cole,Illinois,do,do,$84000,Illinois,0
Robert E. Coburn,New York,do,do,$90000,Illinois,0
James H. Calhoun,Illinois,do,do,$78000,Illinois,0
William A. Calhoun,do,do,do,$78000,Illinois,0
Rody Cusiff,Ireland,do,do,$72000,Illinois,0
Mrs Christina Van Chadwick,Michigan,do,do,$84000,Illinois,0
William P. Campbell,New York,do,do,$240000,Illinois,0
Mrs Mary V. Connamore,Michigan,do,do,$72000,Illinois,0
Alphonso J. Cary,New York,do,do,$72000,Illinois,0
Andrew J. Corrigan,Illinois,do,do,$42000,Illinois,0
Darius A. Cook,do,do,do,$48000,Illinois,0
Edgar A. Carr,New York,do,do,$120000,Illinois,0
Emanuel M. Dickson,do,do,do,$90000,Illinois,0
George S. Dixon,Illinois,do,do,$78000,Illinois,0
Samuel S. Dunlap,New York,do,do,$120000,Illinois,0
William E. Dixon,England,do,do,$66000,Illinois,0
Miss Elsie M. Decker,Germany,do,do,$84000,Illinois,0
Hugh Templeton,Ireland,do,do,$100000,Illinois,0
Hippolyte Davesac,France,do,do,$78000,Illinois,0
Samuel D. Dent,Maryland,do,do,$90000,Illinois,0
Frank P. Divine,Illinois,do,do,$84000,Illinois,0
Sylvester Dingman,do,do,do,$84000,Illinois,0
Jacob Deuschle,Germany,do,do,$78000,Illinois,0
Mrs Clara H. Deal,Virginia,do,do,$78000,Illinois,0
Robert L. Davis,Pennsylvania,do,do,$84000,Illinois,0
William L. De Reimer,Illinois,do,do,$72000,Illinois,0
Hiram Dickinson,New York,do,do,$72000,Illinois,0
James H. Dodge,do,do,do,$72000,Illinois,0
Calvin Drouillard,Wisconsin,do,do,$54000,Illinois,0
John H. Daniels,New York,do,do,$240000,Illinois,0
John P. Dugan,Wisconsin,do,do,$138000,Illinois,0
John Dillon,Ireland,do,do,$72000,Illinois,0
Demosthenes L. Davis,Tennessee,do,do,$72000,Illinois,0
Augustus E. Dickinson,Illinois,do,do,$48000,Illinois,0
John Daly,do,do,do,$48000,Illinois,0
William Eul,Germany,do,do,$70800,Illinois,0
John Egan,do,do,do,$70800,Illinois,0
Thomas Evans,Illinois,do,do,$90000,Illinois,0
Michael Emrich,Germany,do,do,$72000,Illinois,0
Charles Egan,New York,do,do,$78000,Illinois,0
Henry Ehrhardt,Illinois,do,do,$72000,Illinois,0
August W. Ehrhardt,do,do,do,$6000,Illinois,0
Anton Erickson,Norway,do,do,$42000,Illinois,0
John Eckhart,Illinois,do,do,$42000,Illinois,0
Patrick Ford,Ireland,do,do,$70800,Illinois,0
Herman Frank,Germany,do,do,$70800,Illinois,0
George Freudenberg,do,do,do,$90000,Illinois,0
Henry S. Fowler,Illinois,do,do,$120000,Illinois,0
Fred. F. Fisher,Germany,do,do,$120000,Illinois,0
Daniel E. Fonda,Illinois,do,do,$90000,Illinois,0
Albert F. Froom,do,do,do,$72000,Illinois,0
Joel A. Fife,New Hampshire,do,do,$170000,Illinois,0
George Fry,Germany,do,do,$90000,Illinois,0
Miss Hattie R. Farrar,Vermont,do,do,$9000,Illinois,0
Sebastian Forsehun,France,do,do,$162000,Illinois,0
Thomas Farrell,Ireland,do,do,$70800,Illinois,0
Mrs Anna W. Fitch,Maryland,do,do,$84000,Illinois,0
Eli Foote,New York,do,do,$70800,Illinois,0
John Fay,Ireland,do,do,$70800,Illinois,0
Mrs Virginia F. Fitzgerald,New York,do,do,$90000,Illinois,0
John F. E. Fitzgerald,Ireland,do,do,$90000,Illinois,0
John Fay,do,do,do,$54000,Illinois,0
Charles A. Gibson,Illinois,do,do,$90000,Illinois,0
John Guthrie,do,do,do,$120000,Illinois,0
Mrs Josephine Fitzgerald,Connecticut,do,do,$90000,Illinois,0
Miss Mary L. Gillmore,New York,do,do,$84000,Illinois,0
Guy F. Gould,Scotland,do,do,$170000,Illinois,0
George Gunderson,Germany,do,do,$90000,Illinois,0
Alfred R. Goode,Missouri,do,do,$90000,Illinois,0
Peter Granquist,Illinois,do,do,$78000,Illinois,0
John H. Gould,do,do,do,$90000,Illinois,0
James Galbraith,Ireland,do,do,$180000,Illinois,0
Frank A. Gund,Illinois,do,do,$48000,Illinois,0
Lewis Gerner,New Hampshire,do,do,$90000,Illinois,0
Joseph T. Graham,New York,do,do,$90000,Illinois,0
Charles H. George,New Hampshire,do,do,$120000,Illinois,0
Lewis Graham,Illinois,do,do,$90000,Illinois,0
Thomas Graham,Ireland,do,do,$90000,Illinois,0
Patrick F. Geoghegan,do,do,do,$72000,Illinois,0
