Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Miss K. Watkins,Texas,Texas,Seguin,$82700,Texas,0
John A. Hamblin,Ohio,do,Sherman,$50000,Texas,0
Walter J. Patton,Illinois,do,do,$50000,Texas,0
Frank Doan,Texas,do,do,$50000,Texas,0
C. C. Lindsey,Virginia,do,Terrell,$50000,Texas,0
Mrs. Emma R. Cropper,Vermont,do,do,$30000,Texas,0
Walter Forsgard,Texas,do,Temple,$50000,Texas,0
W. H. McDaniel,Louisiana,do,Tyler,$50000,Texas,0
G. M. Folks,Indiana,do,do,$50000,Texas,0
Robert Walter Thompson,Texas,do,Victoria,$50000,Texas,0
James Bowling Bridgewell,do,do,do,$30000,Texas,0
George H. Weinert,do,do,do,$134000,Texas,0
Louis Weinisch,do,do,do,$50000,Texas,0
Lena Weinert,do,do,do,$72000,Texas,0
Henry S. McCloskey,Germany,do,do,$50000,Texas,0
William J. Talley,Texas,do,do,$50000,Texas,0
W. Lige Straiton Jr,do,do,Uvalde,$40000,Texas,0
Will F. Rea,Kentucky,do,Waco,$19000,Texas,0
Miss Maggie Ayers,Illinois,do,Waxahachie,$50000,Texas,0
Willie Ayers,do,do,do,$25000,Texas,0
John W. Campbell,do,do,Weatherford,$6500,Texas,0
John W. Williams,Tennessee,do,do,$5000,Texas,0
A. G. Dodson,Texas,do,Wills Point,$50000,Texas,0
Miss Ada Stout,do,do,Winona,$5000,Texas,0
William Brougham,England,Utah,Logan,$48000,Utah,0
Mrs. Elizabeth Inglett,do,do,Minersville,$30000,Utah,0
John T. Caine Jr,Isle of Man,do,Ogden City,$120000,Utah,0
Edward L. Sloan,Pennsylvania,do,do,$100000,Utah,0
Mrs. Cora B. Stephens,Ohio,do,do,$90000,Utah,0
Miss Lizzie Stephens,do,do,do,$60000,Utah,0
Mrs. Florence Littlefield,Maine,do,do,$20035,Utah,0
Frank E. Harding,Missouri,do,Park City,$90000,Utah,0
James Jack,Scotland,do,Salt Lake City,$120000,Utah,0
E. M. White,Pennsylvania,Pennsylvania,do,$100000,Utah,0
L. A. Billings,Ohio,Utah,do,$120000,Utah,0
Orson F. Whitney,do,do,do,$90000,Utah,0
Thomas Clagett,Iowa,do,do,$60000,Utah,0
Charles C. Sloan,Utah,do,do,$60000,Utah,0
Heber M. Wells,do,do,do,$60000,Utah,0
William Aubrey,do,do,do,$72000,Utah,0
James Brown,Scotland,do,do,$120000,Utah,0
Edwin F. Sheets,Nebraska,Nebraska,do,$60000,Utah,0
Mark A. Bennion,Utah,Utah,Silver Reef,$1500,Utah,0
Benjamin F. Walters,New York,Vermont,Bellows Falls,$80000,Vermont,0
James L. Merrifield,Vermont,do,Bennington,$80000,Vermont,0
Miss Kate L. Hurlbert,do,do,do,$100,Vermont,0
Miss Evelina S. Fisher,do,do,do,$10000,Vermont,0
Miss Carrie L. Harwood,do,do,Bradford,$40000,Vermont,0
Fordyce W. Bacon,do,do,Brandon,$72000,Vermont,0
C. W. Wilson,New York,do,Brattleboro,$67500,Vermont,0
J. S. Cutting,Vermont,do,do,$67500,Vermont,0
Julius E. Leach,Massachusetts,do,do,$50000,Vermont,0
Miss Mattie Landon,Vermont,do,Bristol,$30000,Vermont,0
Charles W. Farr,do,do,Burlington,$80000,Vermont,0
A. F. Rousseau,do,do,do,$60000,Vermont,0
C. E. Ray,do,do,do,$40000,Vermont,0
L. Allen,do,do,do,$40000,Vermont,0
Miss Fanny L. Morse,do,do,do,$25000,Vermont,0
M. A. Beach,do,do,Brattleboro,$8000,Vermont,0
George W. Sargent,do,do,Island Pond,$80000,Vermont,0
Miss Susie A. Severance,do,do,Marshfield,$10000,Vermont,0
George E. Hammond,do,do,Middlebury,$80000,Vermont,0
Arthur M. Boynton,do,do,do,$30000,Vermont,0
Hiram M. Pierce,New York,do,Montpelier,$80000,Vermont,0
Alonzo D. Peck,Vermont,do,do,$60000,Vermont,0
Frank Plumley,do,do,do,$60000,Vermont,0
Alfred P. Rescoe,do,do,New Haven,$2250,Vermont,0
Miss Mary E. Webb,do,do,Northfield,$8000,Vermont,0
Miss Carrie L. Hubbard,do,Vermont,Orange,$10000,Vermont,0
Fred A. Field,do,do,Rutland,$125000,Vermont,0
James W. Walker,do,do,do,$80000,Vermont,0
Chas. H. Cleveland,do,do,do,$60000,Vermont,0
Arthur C. Powers,do,do,do,$40000,Vermont,0
Robert C. Graves,do,do,do,$25000,Vermont,0
Fred E. Smith,do,do,Saint Albans,$80000,Vermont,0
Tosa E. Pomeroy,do,do,do,$80000,Vermont,0
Bayard M. Hopkins,do,do,do,$40000,Vermont,0
P. W. Cross,do,do,Saint Johnsbury,$80000,Vermont,0
H. W. Allen,do,do,do,$80000,Vermont,0
J. E. Hatchorn,do,do,do,$125,Vermont,0
Arthur H. Lane,do,do,Saxtons River,$30000,Vermont,0
Miss Minnie A. Osgood,do,do,do,$4000,Vermont,0
Thomas H. Hughes,England,Vermont,do,$5000,Vermont,0
Charles H. Thompson,Vermont,do,Springfield,$100,Vermont,0
