Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
A. C. N. Halbach,Pennsylvania,Pennsylvania,Philadelphia,$120000,Pennsylvania,0
R. Hampshire,Ireland,Pennsylvania,do,$100000,Pennsylvania,0
C. R. Hansell,do,do,do,$90000,Pennsylvania,0
C. R. Hanseman,do,do,do,$90000,Pennsylvania,0
H. C. Heller,do,do,do,$90000,Pennsylvania,0
F. F. Heller,do,do,do,$100000,Pennsylvania,0
F. F. Hilferty,do,do,do,$90000,Pennsylvania,0
F. P. Heller,do,do,do,$120000,Pennsylvania,0
C. Haines,do,do,do,$90000,Pennsylvania,0
H. F. Hammell,do,do,do,$90000,Pennsylvania,0
Charles H. Haven,New Hampshire,do,do,$80000,Pennsylvania,0
John Hays,do,do,do,$90000,Pennsylvania,0
A. Hatch,do,do,do,$80000,Pennsylvania,0
J. Harte,do,do,do,$80000,Pennsylvania,0
W. Hays,do,do,do,$90000,Pennsylvania,0
A. Heart,do,do,do,$80000,Pennsylvania,0
J. R. Hirot,do,do,do,$80000,Pennsylvania,0
A. Hirst,Rhode Island,do,do,$90000,Pennsylvania,0
R. Hastings,do,do,do,$70000,Pennsylvania,0
Frank Harrison,Pennsylvania,do,do,$80000,Pennsylvania,0
James Irwin,do,do,do,$100000,Pennsylvania,0
James H. Irwin,do,do,do,$80000,Pennsylvania,0
Miss A. V. Ingham,do,do,do,$10000,Pennsylvania,0
L. G. James,do,do,do,$120000,Pennsylvania,0
D. M. Johnson,do,do,do,$100000,Pennsylvania,0
J. H. Jillard,England,do,do,$120000,Pennsylvania,0
W. Jones,Pennsylvania,do,do,$90000,Pennsylvania,0
Miss C. M. Johnston,New Jersey,do,do,$80000,Pennsylvania,0
George D. James,Pennsylvania,do,do,$90000,Pennsylvania,0
W. Jones,New Jersey,do,do,$90000,Pennsylvania,0
Franklin R. Jaggard,New Jersey,do,do,$8400,Pennsylvania,0
J. P. Kay,Tennessee,do,do,$120000,Pennsylvania,0
Samuel Kline,New Jersey,do,do,$90000,Pennsylvania,0
C. H. Kurtz,Pennsylvania,do,do,$120000,Pennsylvania,0
F. P. Krause,Austria,do,do,$120000,Pennsylvania,0
J. Krider,Pennsylvania,do,do,$90000,Pennsylvania,0
A. Kochersperger,do,do,do,$100000,Pennsylvania,0
R. Keyser,do,do,do,$80000,Pennsylvania,0
J. Keating,do,do,do,$70000,Pennsylvania,0
J. Keester,do,do,do,$80000,Pennsylvania,0
Joseph S. Kelley,do,do,do,$70000,Pennsylvania,0
W. H. Kerns,do,do,do,$120000,Pennsylvania,0
William Knowles,do,do,do,$80000,Pennsylvania,0
R. M. Knight,do,do,do,$25000,Pennsylvania,0
W. H. Kline,do,do,do,$90000,Pennsylvania,0
Mrs. S. F. Ketcham,do,do,do,$20000,Pennsylvania,0
W. H. Love,New Jersey,do,do,$100000,Pennsylvania,0
George Loughery,Pennsylvania,do,do,$90000,Pennsylvania,0
J. B. Lippincott,New Jersey,do,do,$90000,Pennsylvania,0
W. Long,Pennsylvania,do,do,$100000,Pennsylvania,0
Noah Loder,do,do,do,$90000,Pennsylvania,0
Miss E. C. Lambdin,do,do,do,$80000,Pennsylvania,0
S. H. Lawrence,do,do,do,$90000,Pennsylvania,0
J. F. Lare,do,do,do,$80000,Pennsylvania,0
Miss L. T. Levy,New York,do,do,$80000,Pennsylvania,0
A. H. Lesh,Pennsylvania,do,do,$90000,Pennsylvania,0
E. H. Lounsbury,do,do,do,$100000,Pennsylvania,0
R. A. Lewis,Virginia,do,do,$70000,Pennsylvania,0
J. P. Lambert,Pennsylvania,do,do,$9000,Pennsylvania,0
C. J. Lush,do,do,do,$90000,Pennsylvania,0
C. Myers,do,do,do,$210000,Pennsylvania,0
Miss M. F. Morris,do,do,do,$90000,Pennsylvania,0
John McKeown,do,do,do,$100000,Pennsylvania,0
W. R. Meders,do,do,do,$100000,Pennsylvania,0
R. S. McFarland,Maryland,do,do,$120000,Pennsylvania,0
J. McKeever,Ireland,do,do,$90000,Pennsylvania,0
James Morrison,Pennsylvania,do,do,$100000,Pennsylvania,0
John McPherson,Ireland,do,do,$90000,Pennsylvania,0
Harry P. McCoy,Pennsylvania,do,do,$90000,Pennsylvania,0
George J. McCauley,do,do,do,$100000,Pennsylvania,0
James McLaren,do,do,do,$90000,Pennsylvania,0
James J. McMullen,do,do,do,$100000,Pennsylvania,0
J. A. Mahan,do,do,do,$100000,Pennsylvania,0
George W. McDowell,do,do,do,$100000,Pennsylvania,0
S. B. Matlack,Ohio,do,do,$120000,Pennsylvania,0
S. McKennan,Pennsylvania,do,do,$90000,Pennsylvania,0
A. McCall,Ireland,do,do,$90000,Pennsylvania,0
Miss K. A. McElroy,Pennsylvania,do,do,$80000,Pennsylvania,0
George P. McEwen,do,do,do,$90000,Pennsylvania,0
A. Magill,do,do,do,$90000,Pennsylvania,0
William M. Henderson,do,do,do,$80000,Pennsylvania,0
F. P. Mathias,do,do,do,$70000,Pennsylvania,0
William McKinny,do,do,do,$90000,Pennsylvania,0
Miss A. J. Mahan,do,do,do,$80000,Pennsylvania,0
Miss A. J. Mahon,do,do,do,$80000,Pennsylvania,0
W. M. Morrison,do,do,do,$25000,Pennsylvania,0
John A. Morrow,do,do,do,$80000,Pennsylvania,0
W. H. Morrison,New Jersey,do,do,$10000,Pennsylvania,0
Samuel Nagent,Pennsylvania,do,do,$100000,Pennsylvania,0
John R. Norris,do,do,do,$90000,Pennsylvania,0
