Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Frank D. Upham,Iowa,Illinois,Chicago,$700.00,Illinois,0
John E. Vreeland,New Jersey,do,do,$1400.00,Illinois,0
James G. Warnecke,Illinois,do,do,$800.00,Illinois,0
John C. Wadsworth,Connecticut,do,do,$800.00,Illinois,0
John Wedemeyer,Germany,do,do,$800.00,Illinois,0
William A. Watt,Scotland,do,do,$800.00,Illinois,0
John T. Weld,do,do,do,$800.00,Illinois,0
Thomas Wixted,do,do,do,$700.00,Illinois,0
William E. Woolley,Illinois,do,do,$750.00,Illinois,0
A. H. Wyman,Iowa,do,do,$700.00,Illinois,0
John W. Williams,Pennsylvania,do,do,$1400.00,Illinois,0
John W. Wallace,New York,do,do,$1200.00,Illinois,0
Henry T. Walker,Massachusetts,do,do,$900.00,Illinois,0
Emmanuel Waltegenbach,Germany,do,do,$1200.00,Illinois,0
Charles Wippo,do,do,do,$700.00,Illinois,0
James Wilson,Illinois,do,do,$800.00,Illinois,0
Edward A. Washburn,Wisconsin,do,do,$900.00,Illinois,0
James E. Watson,Illinois,do,do,$720.00,Illinois,0
Albert H. Welch,New York,do,do,$720.00,Illinois,0
Edward H. Wheaton,Illinois,do,do,$720.00,Illinois,0
Otis Wilson,New York,do,do,$720.00,Illinois,0
Alexander Wenock,Germany,do,do,$780.00,Illinois,0
James T. Wray,Pennsylvania,do,do,$1000.00,Illinois,0
Peter H. Witt,Germany,do,do,$1200.00,Illinois,0
William Witt,do,do,do,$720.00,Illinois,0
George F. Wiesinger,do,do,do,$480.00,Illinois,0
Robert Z. Wright,do,do,do,$600.00,Illinois,0
John W. Winn,Kentucky,do,do,$600.00,Illinois,0
Eberhard Zeis,Germany,do,do,$840.00,Illinois,0
Edwin D. Collyer,Illinois,do,Clinton,P.M. $5.00,Illinois,1
John H. Ziegler,do,do,do,$600.00,Illinois,0
T. S. Wilson,Ohio,do,do,P.M. $3.00,Illinois,1
Franklin W. Hardy,Pennsylvania,do,Decatur,$1000.00,Illinois,0
John T. Waible,do,do,do,$600.00,Illinois,0
Frank W. Imboden,Illinois,do,do,$600.00,Illinois,0
Henry Prather,do,do,do,$600.00,Illinois,0
John Ullrich,do,do,do,$600.00,Illinois,0
William Carter,do,do,De Kalb,P.M. $6.00,Illinois,1
Miss Mary F. Appleton,do,do,Delavan,$312.00,Illinois,0
William E. Budd,England,do,do,$600.00,Illinois,0
L. H. Dumont,Illinois,do,do,$700.00,Illinois,0
J. C. Neely,do,do,do,P.M. $5.00,Illinois,1
C. E. Dunn,do,do,do,$600.00,Illinois,0
Stephen A. Goodspeed,do,do,Earlville,P.M. $1.00,Illinois,1
Miss Helen Campbell,do,do,do,$300.00,Illinois,0
Miss Jennie Cunningham,do,do,do,$300.00,Illinois,0
J. Benjamin Sikking jr.,do,do,do,$300.00,Illinois,0
George H. Coventry,do,do,Edwardsville,P.M. $5.00,Illinois,1
Miss Lizzie Coventry,do,do,do,P.M. $5.00,Illinois,1
Miss Eva L. Gillmore,Indiana,do,Effingham,$242.00,Illinois,0
Walter A. Mansfield,Illinois,do,Elgin,$1200.00,Illinois,0
William Grote,do,do,do,$780.00,Illinois,0
Miss Rebecca McBride,do,do,do,$780.00,Illinois,0
C. H. Fisher,Pennsylvania,do,do,$600.00,Illinois,0
John H. Becker,Illinois,do,do,$600.00,Illinois,0
George R. Lounsbury,New York,do,Englewood,$600.00,Illinois,0
Mrs. Elizabeth J. Merrill,do,do,do,$420.00,Illinois,0
George Seibert,Illinois,do,do,$420.00,Illinois,0
Nathaniel A. Hill,do,do,do,$250.00,Illinois,0
Miss Ella C. Gardner,do,do,Evanston,$100.00,Illinois,0
Thomas Blackler,Pennsylvania,do,do,$600.00,Illinois,0
Henry Long,Illinois,do,do,$600.00,Illinois,0
William G. Brown,do,do,do,$240.00,Illinois,0
Miss Jennie E. Currey,do,do,do,$240.00,Illinois,0
Miss Hattie L. Noble,New York,do,Fulton,$162.00,Illinois,0
Walter S. McMaster,Illinois,do,do,$800.00,Illinois,0
John Pape,do,do,do,$312.00,Illinois,0
Miss Bell Beatty,Ohio,do,Galesburg,$600.00,Illinois,0
George W. Colville,Scotland,do,do,$1200.00,Illinois,0
Andrew Harrington,Illinois,do,do,$720.00,Illinois,0
William L. Packard,do,do,do,$500.00,Illinois,0
Frank F. Rouse,Wisconsin,do,do,$720.00,Illinois,0
Miss Ida Avery,Illinois,do,Gale,$240.00,Illinois,0
Miss Chloe M. Greier,do,do,do,$240.00,Illinois,0
Miss Marion J. Mead,do,do,do,P.M. $7.00,Illinois,1
Miss Jennie Mead,do,do,do,P.M. $7.00,Illinois,1
Milton C. Richardson,do,do,do,P.M. $7.00,Illinois,1
Miss Ella A. Scott,do,do,Girard,$250.00,Illinois,0
Miss A. Hoxsey,do,do,do,$250.00,Illinois,0
Miss L. Gardner,Missouri,do,Girard,P.M. $15.00,Illinois,1
John Graff,Iowa,do,do,$90.00,Illinois,0
Harry Graff,Illinois,do,Grand Tower,$90.00,Illinois,0
Joseph T. Evans,do,do,do,P.M. $15.00,Illinois,1
Charles C. Rippe,do,do,Greenville,P.M. $25.00,Illinois,1
Mrs. Jennie Dewey,do,do,Harvard,$90.00,Illinois,0
Mrs. T. B. Grosebeck,Pennsylvania,do,do,$90.00,Illinois,0
William T. Lewis,Oregon,do,Havana,$150.00,Illinois,0
Miss Jane S. Krebaum,Illinois,do,do,$150.00,Illinois,0
Miss Lucy Brown,do,do,Hillsborough,$120.00,Illinois,0
