Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
J. T. Rathbun,Rhode Island,New Jersey,New York,$90000,New York,0
Samuel Rauch,New York,New York,do,$80000,New York,0
J. E. Ray,Ohio,do,do,$80000,New York,0
J. F. Reardon,Connecticut,do,do,$80000,New York,0
J. J. Reilly,Ireland,do,do,$80000,New York,0
J. J. Reilly,New York,do,do,$80000,New York,0
J. J. Regan,do,do,do,$80000,New York,0
M. H. Reilly,do,do,do,$80000,New York,0
William Reilly,Ireland,do,do,$80000,New York,0
H. C. Reilly,New York,do,do,$70000,New York,0
J. T. Reilly,do,do,do,$80000,New York,0
J. J. Reilly,do,do,do,$80000,New York,0
J. L. Romer,do,do,do,$90000,New York,0
C. H. Ressler,do,do,do,$144000,New York,0
J. H. Reynolds,Ireland,New Jersey,do,$80000,New York,0
J. R. Reynolds,New York,New York,do,$80000,New York,0
W. I. Reynolds,do,do,do,$72000,New York,0
William Riblett,Pennsylvania,New Jersey,do,$80000,New York,0
Felix Rice,Ireland,New York,do,$90000,New York,0
John Richards,New York,do,do,$50000,New York,0
J. M. Riely,do,do,do,$80000,New York,0
G. H. Robbins,do,do,do,$90000,New York,0
R. A. Robinson,do,do,do,$84000,New York,0
Henry Robinson,Ireland,do,do,$80000,New York,0
C. H. Rogers,Massachusetts,do,do,$84000,New York,0
J. E. Rogers,New York,do,do,$120000,New York,0
J. E. Romer,do,do,do,$90000,New York,0
T. F. Roney,Ireland,do,do,$120000,New York,0
F. E. Roome,New York,do,do,$120000,New York,0
H. J. Rooney,do,do,do,$120000,New York,0
W. J. Rose,do,do,do,$120000,New York,0
C. W. Roth,do,do,do,$72000,New York,0
Peter Rothschild,Germany,do,do,$90000,New York,0
Morris Rothschild,do,do,do,$120000,New York,0
F. A. Rowe,New Jersey,do,do,$144000,New York,0
J. S. Rowland,Ireland,do,do,$80000,New York,0
John Russell,Ireland,do,do,$80000,New York,0
W. J. Russell,New York,do,do,$120000,New York,0
W. S. Ryan,do,do,do,$144000,New York,0
J. F. Ryan,do,do,do,$72000,New York,0
J. W. Ryan,do,do,do,$120000,New York,0
John Ryan,do,do,do,$144000,New York,0
P. H. Sackett,do,do,do,$12000,New York,0
C. B. Salmon,Pennsylvania,Pennsylvania,do,$70000,New York,0
Emil Salomon,New York,New York,do,$80000,New York,0
Edwin Sands,do,do,do,$90000,New York,0
Francis Saunders,England,do,do,$80000,New York,0
George Saunders,do,do,do,$120000,New York,0
L. H. C. Savage Jr,New York,do,do,$48000,New York,0
E. H. Schram,do,do,do,$140000,New York,0
Charles Schrauder,Germany,do,do,$90000,New York,0
I. M. Slafer,New York,do,do,$90000,New York,0
E. H. Schultze,Germany,do,do,$90000,New York,0
F. J. Seaman,New York,do,do,$80000,New York,0
W. H. Seaman Jr,do,do,do,$72000,New York,0
F. A. Seymour,do,do,do,$72000,New York,0
J. A. Seymour,do,do,do,$72000,New York,0
J. F. Seymour,do,do,do,$90000,New York,0
H. S. Siboll,Massachusetts,do,do,$120000,New York,0
C. F. Simons,New York,do,do,$120000,New York,0
W. F. Spencer,do,do,do,$72000,New York,0
Gustave Sperber,do,do,do,$90000,New York,0
D. D. Steinhardt,New Jersey,New Jersey,do,$72000,New York,0
Ebenezer Stevens,New York,New York,do,$72000,New York,0
J. G. Stevens,do,do,do,$72000,New York,0
J. H. Stevens,New Jersey,New Jersey,do,$72000,New York,0
Miss Louisa Stewart,New York,New York,do,$72000,New York,0
F. A. Schmidt,do,do,do,$84000,New York,0
J. F. Sticht,do,do,do,$84000,New York,0
Abm. Stickle,do,do,do,$84000,New York,0
F. G. W. Stiefel Jr,California,do,do,$90000,New York,0
J. W. Stiles,New York,do,do,$90000,New York,0
G. W. Simonson,do,do,do,$48000,New York,0
C. D. Smith,do,do,do,$90000,New York,0
J. L. Smith,Ireland,do,do,$120000,New York,0
Merritt Smith,New York,do,do,$120000,New York,0
Richard Smith,Massachusetts,do,do,$120000,New York,0
Stephen Smith,New York,do,do,$90000,New York,0
William Smith,do,do,do,$120000,New York,0
W. J. Smith,do,do,do,$120000,New York,0
Frank Snyder,do,do,do,$90000,New York,0
John Stiebling,Germany,do,do,$180000,New York,0
George Stigerwald,New York,do,do,$90000,New York,0
James Stoneaker,Germany,do,do,$84000,New York,0
John Scott,New York,do,do,$72000,New York,0
Thomas Scott,Ireland,do,do,$84000,New York,0
Arthur Schott,New York,do,do,$240000,New York,0
William Sokal,do,do,do,$90000,New York,0
E. L. Schern,Germany,do,do,$180000,New York,0
