Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
William Reynolds,New Jersey,New Jersey,Elizabeth,$850.00,New Jersey,0
Samuel H. Conover,Pennsylvania,do,do,$500.00,New Jersey,0
Miss Mary F. R. Hill,New Jersey,do,Flemington,$250.00,New Jersey,0
Herbert H. Banting,do,do,Freehold,$600.00,New Jersey,0
Mrs. Harriet Carrington,Massachusetts,do,do,$500.00,New Jersey,0
Thomas Ackerman,New Jersey,do,Hackensack,$500.00,New Jersey,0
Robert Ballagh,do,do,Hackettstown,$162.50,New Jersey,0
James E. Dart,do,do,do,$162.50,New Jersey,0
Mrs. Martha L. Kendrick,New York,do,Hoboken,$750.00,New Jersey,0
Nicholas H. Perrine,New Jersey,do,do,$300.00,New Jersey,0
H. A. Harrison,do,do,Jersey City,$1300.00,New Jersey,0
William J. Cox,New York,do,do,$1100.00,New Jersey,0
William Gopsill jr,New Jersey,do,do,$700.00,New Jersey,0
J. S. Fielder,do,do,do,$600.00,New Jersey,0
J. D. Beard,do,do,do,$600.00,New Jersey,0
A. H. Garrison,do,do,do,$600.00,New Jersey,0
James Brannin,Massachusetts,do,do,$600.00,New Jersey,0
R. D. Van Buren,New Jersey,do,do,$600.00,New Jersey,0
Charles F. Bush,do,do,do,$500.00,New Jersey,0
Albert J. Tanner,do,do,do,$400.00,New Jersey,0
C. T. Richardson,England,do,do,$400.00,New Jersey,0
J. J. Ewald,New York,do,do,$150.00,New Jersey,0
John Kaiser jr,New Jersey,do,do,$100.00,New Jersey,0
W. J. Duplissey,France,do,do,$100.00,New Jersey,0
D. J. Hulshizer,New Jersey,do,do,$100.00,New Jersey,0
Miss Teresa S. Walling,do,do,Keyport,$175.00,New Jersey,0
Llewellyn Stilvell,do,do,Morrisville,$250.00,New Jersey,0
Charles E. Williams,do,do,Long Branch,$750.00,New Jersey,0
Henry Conover,do,do,do,$1.25,New Jersey,0
James L. Tilton,do,do,do,$1.25,New Jersey,0
Thomas H. Thompson,do,do,Madison,$500.00,New Jersey,0
Miss Laura F. Newlin,Pennsylvania,do,Millville,$400.00,New Jersey,0
Miss Anne V. Rogers,New Jersey,do,Morristown,$250.00,New Jersey,0
Miss Lizzie Ayres,do,do,do,$250.00,New Jersey,0
John W. Berne,do,do,do,$600.00,New Jersey,0
Milton S. Littlefield jr,New York,do,do,$7.00,New Jersey,0
John W. Ayres jr,New Jersey,do,do,$7.00,New Jersey,0
John D. Mason,do,do,Mount Holly,$250.00,New Jersey,0
Carlton E. Hopkins,do,do,do,$250.00,New Jersey,0
William E. Dinsmore,do,do,do,$1000.00,New Jersey,0
Edward T. Cone,do,do,do,$800.00,New Jersey,0
William A. M. Davis,do,do,do,$625.00,New Jersey,0
John H. Burtis,New York,do,do,$500.00,New Jersey,0
John C. Gregory,New Jersey,do,do,$500.00,New Jersey,0
William H. Jacobus,do,do,do,$1500.00,New Jersey,0
Philip H. Maher,New York,do,do,$750.00,New Jersey,0
Paul Lindeman,New Jersey,do,do,$615.00,New Jersey,0
Theodore F. Mercer,do,do,do,$500.00,New Jersey,0
John H. Plum,do,do,do,$1250.00,New Jersey,0
Marcus F. Squier,New Jersey,do,do,$150.00,New Jersey,0
George Taylor,do,do,do,$1210.00,New Jersey,0
Robert Van Buren,do,do,do,$750.00,New Jersey,0
William F. Utter,do,do,do,$650.00,New Jersey,0
Lawrence A. Vroeland,do,do,do,$600.00,New Jersey,0
Robert A. Cook,do,do,do,$600.00,New Jersey,0
Joseph C. Wambold,do,do,do,$1500.00,New Jersey,0
Edward B. Dunker,do,do,New Brunswick,$500.00,New Jersey,0
Taylor Stout Newell,do,do,do,$500.00,New Jersey,0
John P. White,do,do,do,$400.00,New Jersey,0
Fred. Sylvester Way,do,do,do,$416.00,New Jersey,0
George A. Viehmann,do,do,do,$350.00,New Jersey,0
E. W. Mattison,do,do,Ocean Grove,$10.00,New Jersey,0
G. B. Dufell,do,do,do,$11.00,New Jersey,0
A. E. Ballard,do,do,do,$5.00,New Jersey,0
W. G. Lake,New York,do,do,$5.00,New Jersey,0
Peyton Woolston,New Jersey,do,do,$7.00,New Jersey,0
W. H. Hamilton,Pennsylvania,do,do,$7.00,New Jersey,0
W. H. Bugle,New York,do,do,$12.00,New Jersey,0
Augustus W. Cutler,New Jersey,do,Orange,$500.00,New Jersey,0
Charles E. Young,do,do,do,$500.00,New Jersey,0
Miss Hattie E. Coon,New York,do,Passaic,$5.00,New Jersey,0
Miss Mertil W. Willard,New Jersey,do,do,$5.00,New Jersey,0
John H. Bogert jr,New York,do,do,$5.00,New Jersey,0
John D. Bogert,New Jersey,do,Paterson,$800.00,New Jersey,0
Abram Bogert jr,do,do,do,$725.00,New Jersey,0
Albert Bogert,do,do,do,$675.00,New Jersey,0
Andrew Derrom jr,do,do,do,$675.00,New Jersey,0
Thomas W. B. King,do,do,do,$540.00,New Jersey,0
Jeremiah Van Rensselaer Hopper,do,do,Perth Amboy,$500.00,New Jersey,0
John Ten Broeck,do,do,do,$150.00,New Jersey,0
Frank A. Pope,do,do,do,$500.00,New Jersey,0
Charles Bloodgood,do,do,do,$300.00,New Jersey,0
Frank Van Winkle,do,do,do,$260.00,New Jersey,0
George C. Godwin,do,do,do,$240.00,New Jersey,0
James Compton,do,do,do,$200.00,New Jersey,0
Jacob C. Dunham,do,do,do,$120.00,New Jersey,0
Miss Jennie W. Marley,Delaware,do,Point Pleasant,$25.00,New Jersey,0
Mary W. Blanchard,New Jersey,do,Princeton,$500.00,New Jersey,0
Frank Devins,New York,do,do,$500.00,New Jersey,0
George C. Oliver,New Jersey,do,Rahway,$624.00,New Jersey,0
