Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
W. Gaylord Mitchell,New York,New York,Rochester,$1500.00,NY,0
J. G. Maurer,do,do,do,$1200.00,NY,0
Charles H. Stilwell,do,do,do,$1000.00,NY,0
Charles B. Pratt,do,do,do,$800.00,NY,0
Charles H. Plummer,New York,do,do,$800.00,NY,0
James H. Kelly,do,do,do,$600.00,NY,0
Charles C. Van Vorst,do,do,do,$450.00,NY,0
Calvin Wait,do,do,do,$1200.00,NY,0
William Westcott,Germany,do,do,$700.00,NY,0
William C. Walker,New York,do,do,$1200.00,NY,0
John Wright,do,do,do,$720.00,NY,0
William Mudgett,do,do,do,$720.00,NY,0
B. D. Wilson,New York,do,do,$800.00,NY,0
W. S. Whittlesey,do,do,do,$1500.00,NY,0
S. S. Partridge,do,do,Rome,$800.00,NY,0
Fred. E. Du Bois,do,do,do,$300.00,NY,0
Willis A. Frey,do,do,do,$300.00,NY,0
F. A. Ethridge,do,do,Rondout,$600.00,NY,0
Wilford S. Slingsby,do,do,Rouse's Point,$200.00,NY,0
Cornelius C. Connors,do,do,Salamanca,p.w. $5.00,NY,0
John Ostrander,do,do,do,p.w. $5.00,NY,0
Harvey B. Cruikshank,do,do,Salem,$312.00,NY,0
Robert A. Cruikshank,do,do,do,$156.00,NY,0
John Lester,Delaware,do,Sandy Hill,$300.00,NY,0
David W. Maxwell,New York,do,Saugerties,$450.00,NY,0
J. H. Copeman,do,do,Saratoga Springs,$1000.00,NY,0
G. L. Ames,Pennsylvania,do,do,$1200.00,NY,0
C. E. Hartwell,New York,do,do,$400.00,NY,0
W. C. Stoddard,do,do,do,$400.00,NY,0
James Heatly,do,do,Schenectady,$600.00,NY,0
George E. Tabor,do,do,do,$500.00,NY,0
William L. Seeley,do,do,do,$500.00,NY,0
J. Smith Conde,do,do,do,$500.00,NY,0
J. Fonda Vearse,do,do,do,$500.00,NY,0
Mrs. Ellen Gurney,do,do,Schuyler,$150.00,NY,0
Charles Niver,do,do,Schuylerville,$300.00,NY,0
William H. Cook,do,do,Seneca Falls,p.w. $10.00,NY,0
Clarence J. Geer,Canada,do,do,p.w. $6.00,NY,0
William Stevenson,New York,do,do,p.d. $1.00,NY,0
Miss Eva C. Dietz,do,do,Sherburne,$300.00,NY,0
Walter I. Lamphere,do,do,do,$450.00,NY,0
Francis Kernan,England,do,Sing Sing,$1000.00,NY,0
Frederick Anderson,New York,do,do,$700.00,NY,0
Miss Belle A. Marshall,do,do,Skaneateles,$312.00,NY,0
Miss Jennie S. Marshall,do,do,do,$312.00,NY,0
A. P. Eaton,do,do,Smithsborough,$780.00,NY,0
Miss Mary E. Mason,do,do,Stamford Corner,p.w. $1.50,NY,0
Joseph Peckham,do,do,Stony Point,$100.00,NY,0
William Carr,do,do,Suspension Bridge,$600.00,NY,0
Charles M. Dunlap,do,do,do,$510.00,NY,0
James Dunlap,do,do,Syracuse,$2000.00,NY,0
Edward H. Maynard,Massachusetts,do,do,$1500.00,NY,0
Samuel C. Adams,New York,do,do,$1500.00,NY,0
Edward Westcott,do,do,do,$840.00,NY,0
John P. Listman,do,do,do,$840.00,NY,0
Lewis B. Yale,do,do,do,$840.00,NY,0
John Agan,do,do,do,$720.00,NY,0
Adam Metzger,Germany,do,do,$720.00,NY,0
William H. Hall,New York,do,do,$720.00,NY,0
Frank E. Dawley,do,do,do,$720.00,NY,0
James E. Doran,do,do,do,$550.00,NY,0
Charles F. Sheridan,do,do,do,$600.00,NY,0
Henry H. Loomis,Connecticut,do,do,$600.00,NY,0
Tyrus G. Smith,do,do,do,$600.00,NY,0
Charles F. Schlosser,do,do,do,$600.00,NY,0
Emil A. Schug,do,do,do,$540.00,NY,0
William O. Higgins,do,do,do,$540.00,NY,0
Edward C. Trautman,do,do,do,$360.00,NY,0
John Schattner,do,do,do,$180.00,NY,0
Joseph E. Low,New York,do,Tarrytown,$450.00,NY,0
Albert Ward,do,do,do,$450.00,NY,0
Alexander H. Weed,do,do,do,$300.00,NY,0
John D. McCormick,do,do,do,$300.00,NY,0
Edwin W. Barrage,England,do,Troy,$1700.00,NY,0
George W. Daw,New York,do,do,$1000.00,NY,0
Guy C. Finneberry,do,do,do,$1000.00,NY,0
William Gregg Jr,England,do,do,$1200.00,NY,0
Edmund Fitzgerald,New York,do,do,$1200.00,NY,0
Derrick L. Hall,do,do,do,$1200.00,NY,0
John Ketcham,do,do,do,$1000.00,NY,0
Elijah Simmons,do,do,do,$1000.00,NY,0
Stephen S. Skerry,do,do,do,$1000.00,NY,0
James M. Snyder,do,do,do,$1000.00,NY,0
Oscar E. Simmons,do,do,do,$800.00,NY,0
James E. Way,do,do,do,$550.00,NY,0
Warren Hedenbergh,do,do,do,$700.00,NY,0
John P. Mealey,do,do,Titusville,$365.00,NY,0
George M. Packham,do,do,Union Springs,$300.00,NY,0
Miss Mollie O. Colburn,do,do,do,p.w. $4.00,NY,0
