Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Benjamin R. Spratley,Virginia,Tennessee,Memphis,$100000,Tennessee,0
Arthur Pierce,Tennessee,do,Milan,$30000,Tennessee,0
D. H. Goodloe,do,do,Murfreesborough,$50000,Tennessee,0
James R. Rice,do,do,Murfreesborough,$50000,Tennessee,0
J. H. Currey,Tennessee,do,Nashville,$100000,Tennessee,0
J. C. Gaut,do,do,do,$100000,Tennessee,0
E. E. Winters,Canada,do,do,$140000,Tennessee,0
E. J. Murray,Ohio,do,do,$100000,Tennessee,0
John Lellyett,do,do,do,$100000,Tennessee,0
R. P. Trabue,Tennessee,do,do,$100000,Tennessee,0
A. J. Jones,do,do,do,$100000,Tennessee,0
O. W. Butt,do,do,do,$80000,Tennessee,0
S. H. Scovel,Tennessee,do,do,$80000,Tennessee,0
J. C. Brown jr,do,do,do,$80000,Tennessee,0
H. H. Harris,do,do,do,$80000,Tennessee,0
W. Falkall,do,do,do,$80000,Tennessee,0
J. W. Halbach,do,do,do,$70000,Tennessee,0
E. S. Jones,Kentucky,do,do,$70000,Tennessee,0
R. D. McClain,Tennessee,do,do,$60000,Tennessee,0
J. J. C. Rankin,do,do,do,$60000,Tennessee,0
G. H. Slaughter,do,do,do,$60000,Tennessee,0
H. Kercheyal,do,do,do,$50000,Tennessee,0
A. Patton,Alabama,do,do,$50000,Tennessee,0
Geo. W. Shields,Alabama,do,do,$100000,Tennessee,0
Jos. S. Carels,Pennsylvania,do,do,$100000,Tennessee,0
W. K. Reaves,New York,do,do,$70000,Tennessee,0
Thos. Boyers,Tennessee,do,do,$50000,Tennessee,0
W. K. Barnett,do,do,New Market,$5000,Tennessee,0
Charles E. Peterson,Ohio,Tennessee,Newport,$40000,Tennessee,0
Mrs. M. J. Shields,do,do,do,$25000,Tennessee,0
Miss Annie Anderson,Tennessee,do,Paris,$25000,Tennessee,0
E. R. Scholefield,do,do,do,$7500,Tennessee,0
Lee Ewing,do,do,Pulaski,$15000,Tennessee,0
Charles F. Steinwehr,do,do,Rockwood,$10000,Tennessee,0
Miss Lida M. Caldwell,do,do,Rogersville,$20000,Tennessee,0
Edwin Hickman,do,do,Rogersville,$20000,Tennessee,0
Melville Hammer,do,do,Sevierville,$5000,Tennessee,0
Miss Lizzie Hammer,do,do,Sevierville,$5000,Tennessee,0
Charles Hammer,Tennessee,do,Sevierville,$5000,Tennessee,0
E. C. Smyth,Tennessee,do,Shoun's Cross Roads,$7500,Tennessee,0
Robert L. Eaton,do,do,Smithville,$15000,Tennessee,0
O. P. Foute,Virginia,do,Sneedville,$7500,Tennessee,0
W. J. Hodges,Pennsylvania,do,Sparta,$15000,Tennessee,0
E. W. Walder,Tennessee,do,do,$15000,Tennessee,0
Mrs. Mattie Worthington,do,do,Tazewell,$10000,Tennessee,0
Mrs. Alice R. Worthington,do,do,Taylorsville,$9000,Tennessee,0
Mrs. Mollie M. Ellis,do,do,Trenton,$10000,Tennessee,0
Emma W. Sherron,do,do,Tullahoina,$17500,Tennessee,0
Albert W. Ramsey,do,do,Union City,$24500,Tennessee,0
M. J. Sims,North Carolina,do,Warrenburgh,$7500,Tennessee,0
Mrs. Emma F. Beckner,Tennessee,do,Whitesburg,$7500,Tennessee,0
J. E. Wills,Texas,Texas,Abilene,$10000,Texas,0
John P. Rodney,Missouri,do,Austin,$140000,Texas,0
James D. Griffith,New York,do,do,$112500,Texas,0
James T. Belknap,Texas,do,do,$112500,Texas,0
Miss Anna Brannon,Kentucky,do,do,$70000,Texas,0
Mrs. A. E. Barton,Missouri,do,do,$17500,Texas,0
Mrs. A. E. Davis,Arkansas,do,do,$17500,Texas,0
Louis Hillebrand,Texas,do,do,$90000,Texas,0
Edward Winkler,do,do,do,$90000,Texas,0
Robert Majors,do,do,do,$90000,Texas,0
James A. Menefee,Missouri,do,do,$81000,Texas,0
Miss Kate Shannell,Texas,do,do,$17500,Texas,0
John Runnels,Tennessee,do,do,$50000,Texas,0
Frank M. Crawford,Maine,do,do,$120000,Texas,0
Charles W. Shannell,Texas,do,do,$50000,Texas,0
L. Heiligbrodt,Germany,do,Bastrop,$24000,Texas,0
Miss Pauline Wertner,Texas,do,do,$30000,Texas,0
T. Dwight Merwin,New York,do,Beaumont,$60000,Texas,0
Alba Jefferson Rigsby,Texas,do,do,$40000,Texas,0
Howard M. Parvin,Pennsylvania,do,Belle Plaine,P. m. $2500,Texas,1
Paul Osterhout,Texas,do,Belton,P. m. $2500,Texas,1
E. H. Vance,Virginia,do,Blanco,$45000,Texas,0
E. H. Terby,Missouri,do,do,$5000,Texas,0
George W. Scott,Tennessee,do,do,$5000,Texas,0
Mrs. Frances S. Haynes,Alabama,do,Breckenridge,$15000,Texas,0
Brace P. Hackworth,Texas,do,do,$30000,Texas,0
William W. Hackworth,do,do,do,$30000,Texas,0
W. H. M. Fernandez,Mexico,do,Brownsville,$30000,Texas,0
Ed. F. Mitchell,Michigan,do,Brownwood,$10000,Texas,0
Charles W. Allen,Alabama,do,do,$30000,Texas,0
J. H. White,Missouri,do,Bryan,P. m. $2500,Texas,1
Miss Helen Beatty,do,do,Calvert,$30000,Texas,0
William L. Crunk,Indiana,do,do,P. d. $7500,Texas,0
Tom A. Fuller,Texas,Texas,Clarksville,$25400,Texas,0
James H. Lee,Louisiana,do,Cleburne,$72000,Texas,0
William R. Bishop,Texas,do,do,$30000,Texas,0
