Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
W. W. Stone,New York,New York,New York,$1500.00,New York,0
Miss A. D. Stone,do,do,do,$720.00,New York,0
W. H. Stout,do,do,do,$900.00,New York,0
Gustav Schirmer,do,do,do,$720.00,New York,0
J. C. Skaden,do,do,do,$1200.00,New York,0
H. F. Shutte,Germany,do,do,$720.00,New York,0
Michael Scully,Ireland,do,do,$720.00,New York,0
P. H. Smith,do,do,do,$840.00,New York,0
J. J. Sullivan,do,do,do,$840.00,New York,0
J. T. Sullivan,Ireland,do,do,$1000.00,New York,0
E. Sutton,do,do,do,$840.00,New York,0
T. J. Sutton,do,do,do,$720.00,New York,0
W. R. Sutton,New Jersey,do,do,$720.00,New York,0
W. H. Syms,New York,do,do,$900.00,New York,0
C. F. Symonds,do,do,do,$840.00,New York,0
Emanuel Sinda,do,do,do,$720.00,New York,0
Samuel Sears,Ireland,do,do,$840.00,New York,0
C. L. Scudrow,Massachusetts,do,do,$840.00,New York,0
Matthew Tannahill,New York,do,do,$1200.00,New York,0
Lewis Taylor,do,do,do,$720.00,New York,0
G. H. Taylor,do,do,do,$600.00,New York,0
Henry Taylor,England,do,do,$840.00,New York,0
James Taylor,Pennsylvania,do,do,$1200.00,New York,0
J. T. Taylor,New York,do,do,$900.00,New York,0
W. H. Travers,do,do,do,$900.00,New York,0
E. H. Tooker,do,do,do,$720.00,New York,0
William Topham,Vermont,do,do,$900.00,New York,0
Richard Ten Eyck,New York,do,do,$750.00,New York,0
Thomas Tully,do,do,do,$720.00,New York,0
Lorenzo Terpening,do,do,do,$1800.00,New York,0
E. A. Terry,do,do,do,$1800.00,New York,0
T. A. Tate,do,do,do,$1200.00,New York,0
William Thurner,do,do,do,$900.00,New York,0
G. W. Tibbals,New Jersey,do,do,$600.00,New York,0
G. H. Treadwell,England,New York,do,$720.00,New York,0
H. W. Tindall,New York,New York,do,$1800.00,New York,0
G. H. Thompson,do,do,do,$840.00,New York,0
J. F. Thompson,do,do,do,$720.00,New York,0
J. F. Tobin,do,do,do,$1200.00,New York,0
J. J. Tobin,do,do,do,$900.00,New York,0
T. H. Tobin,do,do,do,$1200.00,New York,0
D. D. Tompkins,do,do,do,$900.00,New York,0
Richard Troy,Ireland,do,do,$720.00,New York,0
Maurice Tracey,do,do,do,$1800.00,New York,0
A. J. Truchsess,Germany,do,do,$900.00,New York,0
J. V. Truss,New York,do,do,$840.00,New York,0
T. F. Tully,do,do,do,$900.00,New York,0
Walter Tully,do,do,do,$1200.00,New York,0
G. B. Tunison,do,do,do,$2000.00,New York,0
Thomas Turner,do,do,do,$1200.00,New York,0
R. G. Turner,do,do,do,$840.00,New York,0
J. D. Tyler,Virginia,do,do,$1800.00,New York,0
G. F. Tuthill,New York,do,do,$600.00,New York,0
G. F. Tyrell,do,do,do,$600.00,New York,0
J. E. Upham,do,do,do,$600.00,New York,0
A. B. Van Tine,do,do,do,$1200.00,New York,0
M. A. Van Deusen,do,do,do,$720.00,New York,0
W. J. Van Pelt,do,do,do,$1800.00,New York,0
J. W. Van Riper,do,do,do,$1200.00,New York,0
J. T. Van Duzer,do,do,do,$900.00,New York,0
J. P. Vail,do,do,do,$600.00,New York,0
J. L. Van Boskerck,do,do,do,$1200.00,New York,0
Mrs. S. E. Vinton,Florida,do,do,$720.00,New York,0
G. P. Volk,France,do,do,$600.00,New York,0
T. H. Voorhis,New York,do,do,$1200.00,New York,0
G. G. Voorhis,do,do,do,$600.00,New York,0
Edward Vyse,do,do,do,$1200.00,New York,0
T. H. Vail,do,do,do,$720.00,New York,0
Thomas Walden,England,do,do,$900.00,New York,0
S. A. Wallace,New York,do,do,$900.00,New York,0
T. F. Walsh,do,do,do,$720.00,New York,0
W. H. Warning,do,do,do,$1200.00,New York,0
Peter Warren,Ireland,do,do,$840.00,New York,0
Nathan Washington,New York,do,do,$720.00,New York,0
M. M. Washburn,do,do,do,$1200.00,New York,0
J. C. Watkins,do,do,do,$1200.00,New York,0
C. H. Watkins,Virginia,do,do,$1800.00,New York,0
W. M. Watson,New York,do,do,$1200.00,New York,0
J. E. Weber,do,do,do,$1800.00,New York,0
F. M. Weeks,do,do,do,$720.00,New York,0
Frederick Weed,do,do,do,$1200.00,New York,0
R. W. Weed,do,do,do,$900.00,New York,0
W. H. Westfall,do,do,do,$720.00,New York,0
G. F. Weismer,Germany,do,do,$840.00,New York,0
Jacob Wells,Maryland,do,do,$840.00,New York,0
F. D. White,England,do,do,$720.00,New York,0
F. G. Weeks,do,do,do,$720.00,New York,0
J. C. Wheeler,New York,do,do,$720.00,New York,0
A. G. White,Pennsylvania,do,do,$900.00,New York,0
