Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Charles E. Street,California,California,Sonora,$84000,California,0
Charles Williams,New Hampshire,do,Stockton,$90000,California,0
Charles Edward Pinkham,Vermont,do,do,$60000,California,0
Sidney Monroe Sutherland,Illinois,do,do,$60000,California,0
A. J. Tiffany,California,do,Sacramento,$60000,California,0
Simon Potter,do,do,Truckee,$24200,California,0
Joseph Hunter,do,do,Ukiah,$36000,California,0
William H. Pennycook,do,do,Vallejo,$60000,California,0
W. W. Kincaid,Illinois,do,Visalia,$20000,California,0
Edward W. Carey,California,do,do,$20000,California,0
Julius O. Johnson,do,do,Watsonville,$18000,California,0
James G. Johnson,Indiana,do,Willows,,California,0
Robert C. Marshall,Ohio,do,do,,California,0
Charles S. Davis,California,do,Yuba City,p.m. $3000,California,1
Mrs. M. C. Finley,Michigan,Colorado,Alamosa,$40000,Colorado,0
Mrs. Emma Seward,England,do,Antelope Springs,$15000,Colorado,0
Eugene Wilder,New York,do,Boulder,$60000,Colorado,0
W. L. Conant,Michigan,do,do,$30000,Colorado,0
Melvin T. Clark,Illinois,do,Breckenridge,$90000,Colorado,0
Miss Dor M. Pickard,Colorado,do,Buena Vista,$72000,Colorado,0
Gilbert L. Turner,Michigan,do,Canon City,$72000,Colorado,0
Miss Jennie Rowley,do,do,do,$72000,Colorado,0
Mrs. S. E. Noyes,Iowa,do,Castle Rock,p.m. $7500,Colorado,1
W. W. Eggleston,New York,do,Central City,$28000,Colorado,0
C. P. Upham,Ohio,do,do,$90000,Colorado,0
George E. Van Dyne,New York,do,Colorado Springs,$90000,Colorado,0
Frank F. Lombard,Wisconsin,do,Del Norte,$90000,Colorado,0
J. H. Voorhees,do,do,do,$60000,Colorado,0
John M. Shaffer,Illinois,do,Del Norte,$45000,Colorado,0
John C. Glover,Kentucky,do,Denver,Fees,Colorado,0
John Cree,Indiana,do,do,$90000,Colorado,0
John J. Bucher,Pennsylvania,do,do,$108000,Colorado,0
Z. H. Camp,Vermont,do,do,$90000,Colorado,0
G. H. Campbell,Virginia,do,do,$67500,Colorado,0
C. B. Chrysler,New York,do,do,$67500,Colorado,0
L. C. Connell,Tennessee,do,do,$67500,Colorado,0
H. C. Dimick,Illinois,do,do,$90000,Colorado,0
W. W. Cosgroan,Iowa,do,do,$90000,Colorado,0
Joel Henderson,Illinois,do,do,$90000,Colorado,0
T. F. Jenkins,do,do,do,$108000,Colorado,0
C. B. McCord,New York,do,do,$45000,Colorado,0
William L. Manley,do,do,do,$90000,Colorado,0
William Richart,Ohio,do,do,$90000,Colorado,0
F. A. Richardson,Kentucky,do,do,$90000,Colorado,0
G. C. Robbins,Pennsylvania,do,do,$90000,Colorado,0
Isaac Rothchild,New York,do,do,$108000,Colorado,0
Charles E. Stiles,Pennsylvania,do,do,$90000,Colorado,0
S. W. Smith,New York,do,do,$90000,Colorado,0
N. H. Thorne,Illinois,do,do,$90000,Colorado,0
Jerry N. Hill,Illinois,do,do,$60000,Colorado,0
E. L. Gardner,New York,do,do,$24000,Colorado,0
W. H. Milburn,Ohio,do,do,$90000,Colorado,0
Jos. H. Zimmerman,Wisconsin,do,do,$90000,Colorado,0
Harry M. West,Illinois,do,Durango,$90000,Colorado,0
C. H. McIntyre,Iowa,do,do,$60000,Colorado,0
James H. Swan,Connecticut,do,Fort Collins,$60000,Colorado,0
Miss Gertrude E. Robbins,Illinois,do,Georgetown,$28000,Colorado,0
John H. Pickett,Virginia,do,do,$90000,Colorado,0
Gilbert T. Wentworth,Massachusetts,do,Golden,$40000,Colorado,0
Henry Ruffner,Colorado,do,Gunnison,$90000,Colorado,0
Mrs. Jennie Johnson,Vermont,do,do,$72000,Colorado,0
Mrs. W. F. Yost,Missouri,do,La Junta,p.m. $3000,Colorado,1
N. F. McGuire,Ohio,do,Leadville,p.m. $3000,Colorado,1
J. W. Bates,Pennsylvania,Colorado,do,$120000,Colorado,0
H. S. Phillips,New York,Colorado,do,$120000,Colorado,0
Ben. L. Emmons,Missouri,do,do,$120000,Colorado,0
S. W. Cantril,New York,do,do,$90000,Colorado,0
J. P. Benedict,Ireland,do,do,$90000,Colorado,0
J. E. Dugan,do,do,do,$108000,Colorado,0
W. F. Fitzgerald,Germany,do,do,$90000,Colorado,0
John E. Kinsey,Missouri,do,do,$90000,Colorado,0
Charles L. Reed,Iowa,do,do,$90000,Colorado,0
Mrs. E. A. Williams,Pennsylvania,do,Maysville,$90000,Colorado,0
Mrs. M. A. Haynes,Nebraska,do,Maysville,p.m. $2500,Colorado,1
Charles S. Mark,Pennsylvania,do,Ouray,$10000,Colorado,0
Henry W. Curtiss,Illinois,do,Platteville,$10000,Colorado,0
C. Z. Mark,Pennsylvania,do,Pueblo,$12500,Colorado,0
M. A. Rhodes,Ohio,do,do,$90000,Colorado,0
Jas. M. Leeper,Pennsylvania,do,do,$90000,Colorado,0
A. A. McGraw,Wisconsin,do,Rico,$10000,Colorado,0
Frederick Groesing,Germany,do,Saguache,p.m. $1500,Colorado,1
John Cree,Indiana,do,do,p.m. $1500,Colorado,1
James A. Wilson,Indiana,do,Silver Cliff,$90000,Colorado,0
Samuel B. Ellis,Kentucky,do,do,$72000,Colorado,0
James Fullerton,Ohio,do,Silver Plume,p.m. $1500,Colorado,1
Miss Annie Bradford,Illinois,do,Silverton,p.m. $1250,Colorado,1
Daniel L. Wiest,Pennsylvania,do,South Pueblo,p.m. $6000,Colorado,1
