Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
John W. Perry,Tennessee,California,San Francisco,$1300.00,California,0
W. M. Joseph,California,do,do,$1200.00,California,0
A. W. Marshall,do,do,do,$1200.00,California,0
A. S. Sladden,New York,do,do,$1200.00,California,0
W. H. Church,Michigan,do,do,$1200.00,California,0
E. S. Spear,New York,do,do,$1200.00,California,0
F. D. Herrick,Vermont,do,do,$1200.00,California,0
J. G. Morgan,California,do,do,$900.00,California,0
D. Maguire,Ireland,do,do,$1200.00,California,0
Robert Cogness,Illinois,do,do,$900.00,California,0
J. F. Linthie,California,do,do,$1200.00,California,0
F. Eastman,do,do,do,$1200.00,California,0
H. W. Butler,Maryland,do,do,$1500.00,California,0
J. M. McGrew,Ohio,do,do,,California,0
C. J. Dempster,Pennsylvania,do,do,$1200.00,California,0
J. R. Hardenburg,New Jersey,do,do,$1200.00,California,0
E. A. Fargo,Wisconsin,do,do,$1200.00,California,0
F. P. Dann,Vermont,do,do,$1200.00,California,0
Charles H. Douglass,Ohio,do,do,$1800.00,California,0
G. L. Adams,Vermont,do,do,$1200.00,California,0
Charles Callahan,Ireland,do,do,$900.00,California,0
E. E. Bromly,Connecticut,do,do,$1800.00,California,0
A.J. Giting,Massachusetts,do,do,$1200.00,California,0
J. Loring,do,do,do,$1200.00,California,0
V. D. Dubuce,Illinois,do,do,$1200.00,California,0
D. McGrath,New York,do,do,$1200.00,California,0
J. H. Wise,do,do,do,$1200.00,California,0
George E. Little,Ohio,do,do,$900.00,California,0
A. L. Roe,Massachusetts,do,do,$1200.00,California,0
John Mack,Ireland,do,do,$900.00,California,0
Jacob Hamm,Germany,do,do,$900.00,California,0
Mrs. S. M. Allen,Massachusetts,do,do,$840.00,California,0
Mrs. E. Cooke,California,do,do,$840.00,California,0
Wong Leong,China,do,do,$840.00,California,0
C. E. Mortin,New York,do,do,$1200.00,California,0
W. F. Cashman,California,do,do,$1200.00,California,0
C. F. Ammerman,do,do,do,$1200.00,California,0
S. Aldrich,do,do,do,$1200.00,California,0
A. W. Coffin,do,do,do,$1200.00,California,0
George T. Taylor,New York,do,do,$1200.00,California,0
Mrs. Emma Edwards,Illinois,do,do,$1200.00,California,0
John H. Wise,Massachusetts,do,do,$1200.00,California,0
Herman Schuck,Germany,do,do,$900.00,California,0
J. P. Buckley,California,do,do,$900.00,California,0
Frank Aiken,do,do,do,$900.00,California,0
George A. Billings,Massachusetts,do,do,$1200.00,California,0
C. H. Hollister,Ohio,do,do,$900.00,California,0
H. W. Perkins,Connecticut,do,do,$1200.00,California,0
George T. Earle,Maine,do,do,$1200.00,California,0
H. L. Starkweather,Connecticut,do,do,$1200.00,California,0
W. A. Woodside,Ireland,do,do,$1200.00,California,0
H. C. Owen,New York,do,do,$1500.00,California,0
M. G. Sawyer,New Hampshire,do,do,$1200.00,California,0
S. Peckham,Ohio,do,do,$1200.00,California,0
Mrs. A. L. Marble,Maine,do,do,$900.00,California,0
Adolf Berg,Denmark,do,do,$1200.00,California,0
C. W. Piper,Massachusetts,do,do,$900.00,California,0
Frank Wallace,New York,do,do,$900.00,California,0
J. A. Baldwin,Massachusetts,do,do,$1200.00,California,0
George P. Kimball,California,do,do,$900.00,California,0
Mrs. C. F. White,Missouri,do,do,$900.00,California,0
S. J. Platt,New York,do,do,$1200.00,California,0
Mrs. E. Sawyer,Connecticut,do,do,$900.00,California,0
A. D. Russen,Illinois,do,do,$1800.00,California,0
Martin Lesener,California,do,do,$840.00,California,0
John D. Condon,District of Columbia,do,do,$840.00,California,0
C. S. Larney,Ireland,do,do,$840.00,California,0
Robert Whitton,do,do,do,$840.00,California,0
Andrew Jackson,Ohio,do,do,$1200.00,California,0
James Tagliabue,France,do,do,$1200.00,California,0
H. A. Martin,Pennsylvania,do,do,$1500.00,California,0
J. L. Morrow,Missouri,do,do,$1400.00,California,0
W. Z. Tway Jr,California,do,do,$1200.00,California,0
Miss Laura A. Horrell,do,do,do,$900.00,California,0
James Hagan,do,do,San José,$900.00,California,0
Miss Lizzie S. Morgan,Massachusetts,do,do,$840.00,California,0
Rufus C. Bailey,California,do,do,$840.00,California,0
Otto Hahn,Kentucky,do,do,$648.00,California,0
Miss Kate Lister,Oregon,do,do,$528.00,California,0
Charles H. Clark,California,do,do,$420.00,California,0
Juan Berta Estrada,California,do,San Luis Obispo,$700.00,California,0
Mrs. Rachel Theresa Spurgeon,Missouri,do,do,$500.00,California,0
John G. Parker,California,do,San Rafael,$900.00,California,0
Mrs. Louise A. Barstow,Maine,do,do,$600.00,California,0
S. L. Eastman,Massachusetts,do,Santa Ana,P. m. $5.00,California,1
George Cramer,Iowa,do,do,$500.00,California,0
Henry Carson,Massachusetts,do,Santa Barbara,$500.00,California,0
H. L. Stephen Keese,Ireland,do,Santa Rosa,$500.00,California,0
E. E. Spear,New York,do,Stockton,$150.00,California,0
