Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
E. R. Thompson,Indiana,Indiana,Indianapolis,$2500.00,Indiana,0
W. E. Tousey,do,do,do,$900.00,Indiana,0
Frank H. Thompson,do,do,do,$540.00,Indiana,0
J. C. Hadley,do,do,do,$1080.00,Indiana,0
Edwin Vickers,Pennsylvania,do,do,$900.00,Indiana,0
John S. Wright,Indiana,do,do,$900.00,Indiana,0
William Woolen,Indiana,do,do,$900.00,Indiana,0
James C. Wheat,Indiana,do,do,$1080.00,Indiana,0
William W. Walling,Ohio,do,do,$1200.00,Indiana,0
O. M. Wilson,Indiana,do,do,$900.00,Indiana,0
Miss Kate Burnside,Ohio,do,do,$480.00,Indiana,0
Henry Brown,Kentucky,do,do,$480.00,Indiana,0
Miss Mary Cones,Indiana,do,do,$480.00,Indiana,0
Mrs Fannie Hiestand,do,do,do,$480.00,Indiana,0
Henry Davis,Tennessee,do,do,$641.00,Indiana,0
George J. Langsdale,Indiana,do,do,$1200.00,Indiana,0
Mrs. Mattie Mansell,Virginia,do,do,$720.00,Indiana,0
Charles Fleschner,Germany,do,do,$900.00,Indiana,0
John Ostermeyer,Indiana,do,do,$780.00,Indiana,0
Salmon D. Pierce,do,do,Jasper,$780.00,Indiana,0
Billie J. Murphy,Ohio,do,Jeffersonville,$480.00,Indiana,0
Mrs. Mary M. Archer,Indiana,do,do,$300.00,Indiana,0
Willie J. Morris,Pennsylvania,do,do,$270.00,Indiana,0
Miss Emma Wallace,Indiana,do,Kendallville,p.d. $1.25,Indiana,0
Charles E. Orton,do,do,Knightstown,$520.00,Indiana,0
Charles S. Cottingham,do,do,Kokomo,$254.00,Indiana,0
Miss Lizzie A. Spangler,do,do,do,$254.00,Indiana,0
Julius Conklin,do,do,do,$76.00,Indiana,0
John F. Smith,Maine,do,La Fayette,$1150.00,Indiana,0
Fred. W. Brown,New York,do,do,$1166.64,Indiana,0
Will F. Sears,Ohio,do,do,$800.12,Indiana,0
Harry S. Winton,Indiana,do,do,$801.70,Indiana,0
Thomas Vaughan,do,do,do,$600.00,Indiana,0
Charles G. Cornell,New York,do,La Grange,$600.00,Indiana,0
William A. Rowe,Indiana,do,do,p.w. $7.00,Indiana,0
L. T. Murphy,do,do,Lagro,$360.00,Indiana,0
Charles L. Salisbury,do,do,La Porte,$600.00,Indiana,0
George P. Miller,do,do,do,$500.00,Indiana,0
Miss E. E. Latta,do,do,do,$240.00,Indiana,0
Miss K. A. Schleicher,do,do,do,$208.00,Indiana,0
Miss L. A. W. Benham,Ohio,do,Lebanon,$100.00,Indiana,0
Robert W. Benham,Indiana,do,do,$100.00,Indiana,0
Jackson Stivers,Ohio,do,Liberty,$76.00,Indiana,0
James D. Casey,Indiana,do,Ligonier,$468.00,Indiana,0
Alvin H. Lent,do,do,do,$300.00,Indiana,0
John H. Landis,Ohio,do,do,$600.00,Indiana,0
Charles A. Smith,Kansas,do,do,$360.00,Indiana,0
David C. Robinson,do,do,do,$264.00,Indiana,0
Miss May Ewing Talbott,do,do,do,$600.00,Indiana,0
Miss Sarah Campbell,Indiana,do,Logansport,$120.00,Indiana,0
John Brownfield,do,do,do,$720.00,Indiana,0
Robert E. White,do,do,do,$254.00,Indiana,0
William H. Davis,Ohio,do,do,$208.00,Indiana,0
Oliver Gard,Indiana,do,do,p.d. $1.00,Indiana,0
Harry Stearns,Illinois,do,do,p.d. $1.00,Indiana,0
Henry A. Starr,Indiana,do,do,p.d. $1.00,Indiana,0
Mrs. Carrie A. Lemme,do,do,do,p.d. $1.00,Indiana,0
Steven G. McCracken,do,do,Martinsville,p.d. $1.50,Indiana,0
Charles N. Swain,do,do,do,$450.00,Indiana,0
Frank Keller,Germany,do,Michigan City,$600.00,Indiana,0
Charles Leigl,Indiana,do,do,$470.00,Indiana,0
Jonathan Collet,New York,do,do,$300.00,Indiana,0
Miss Lizzie Leigl,Indiana,do,do,$300.00,Indiana,0
Miss Blanch M. Wolf,do,do,do,$180.00,Indiana,0
J. T. Van Buskirk,do,do,Monticello,$700.00,Indiana,0
Miss Ida Bott,do,do,do,$300.00,Indiana,0
Miss Ruth Neely,do,do,Morgantown,$76.00,Indiana,0
Solomon Miller,Ohio,do,Mount Vernon,$750.00,Indiana,0
Elmer E. Huff,do,do,do,$300.00,Indiana,0
Noble D. Morris,Indiana,do,New Albany,$1270.00,Indiana,0
