Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Ellis J. Mitchell,North Carolina,North Carolina,Plymouth,$312.00,North Carolina,0
Daniel H. Young,do,do,Raleigh,$1240.00,North Carolina,0
Thomas M. Gorman,do,do,do,$1080.00,North Carolina,0
Theodore B. Kingsbury Jr.,do,do,do,$700.00,North Carolina,0
Charles N. Hunter,do,do,do,$450.00,North Carolina,0
James E. Hamlin,do,do,do,$450.00,North Carolina,0
Armstrong Tredwell,do,do,do,$400.00,North Carolina,0
George D. Shore,do,do,Salem,$400.00,North Carolina,0
John R. Graham,do,do,do,$425.00,North Carolina,0
Charles Haigh,do,do,do,$75.00,North Carolina,0
John R. McIver,do,do,Sanford,$75.00,North Carolina,0
Mrs. Ellen A. Fortune,do,do,Shelby,$150.00,North Carolina,0
John F. Allen,do,do,Statesville,$500.00,North Carolina,0
John B. Gill,do,do,do,$500.00,North Carolina,0
John M. Sharp,do,do,do,$200.00,North Carolina,0
Leon L. Williamson,do,do,Tarborough,$25.00,North Carolina,0
Frank L. Battle,do,do,do,$25.00,North Carolina,0
Jackson P. McRae,do,do,Wadesborough,$75.00,North Carolina,0
Leila J. McRae,do,do,do,$75.00,North Carolina,0
Mrs. A. L. Farrell,do,do,Webster,$75.00,North Carolina,0
Mrs. M. J. Lowe,do,do,Weldon,p.m. $75.00,North Carolina,1
James Struthers,New Jersey,do,Wilmington,$1200.00,North Carolina,0
James Bowden,do,do,do,$900.00,North Carolina,0
Julius Hines,do,do,do,$900.00,North Carolina,0
John W. Riegel,do,do,do,$720.00,North Carolina,0
William F. Herring,do,do,do,$480.00,North Carolina,0
George H. Griffin,do,do,Wilson,$200.00,North Carolina,0
William G. Sharp,do,do,do,$180.00,North Carolina,0
J. T. Dancy,England,do,Winston,$150.00,North Carolina,0
Miss Mary V. Thomasson,North Carolina,do,Yadkinville,$75.00,North Carolina,0
A. T. Gardner,Ohio,Ohio,Ada,$425.00,Ohio,0
H. J. Latham,do,do,do,$300.00,Ohio,0
R. E. Hamblin,Pennsylvania,do,Akron,$1200.00,Ohio,0
George W. Schick,New York,do,do,$900.00,Ohio,0
Ira I. Morrison,Ohio,do,do,$900.00,Ohio,0
Charles H. Shipman,do,do,do,$900.00,Ohio,0
Miss Mary C. Morrison,do,do,do,$240.00,Ohio,0
J. M. Culbertson,do,do,Alliance,p.m. $1.00,Ohio,1
Thomas Morrison,do,do,do,$425.00,Ohio,0
Frank W. Miller,do,do,Ashland,$465.00,Ohio,0
Quincy D. Chapman,do,Iowa,Ashtabula,$900.00,Ohio,0
John W. Tyler,do,Ohio,do,$540.00,Ohio,0
Charles E. Fletcher,do,do,Athens,$224.00,Ohio,0
Miss Ada A. Piper,do,do,Barnesville,$245.00,Ohio,0
William Kirby,do,do,do,$75.00,Ohio,0
William H. Brown,do,do,Bellaire,$600.00,Ohio,0
William F. Allmon,do,do,Bellefontaine,$600.00,Ohio,0
Elisha Hyatt,do,do,do,$250.00,Ohio,0
Jacob Stouch,Pennsylvania,do,do,$480.00,Ohio,0
B. M. Underwood,Ohio,do,Bellevue,$85.00,Ohio,0
John W. Lowe,do,do,do,$85.00,Ohio,0
Titus C. Martin,Alabama,do,Berea,p.m. $1.50,Ohio,1
T. Lincoln McKean,Ohio,do,do,p.m. $1.00,Ohio,1
John Baughman,do,do,Bucyrus,$75.00,Ohio,0
Samuel H. Teeple,Indiana,do,Botkins,$75.00,Ohio,0
J. N. Bell,Ohio,do,Bridgeport,$75.00,Ohio,0
John Bowman,do,do,Bryan,$75.00,Ohio,0
Charles H. Jones,do,do,do,p.m. $0.00,Ohio,1
George A. Phelps,do,do,Bowling Green,$420.00,Ohio,0
Miss Ella Phelps,do,do,do,$180.00,Ohio,0
Miss Allie McDonald,do,do,do,$300.00,Ohio,0
Emerson H. Fitch,do,do,Burton,$90.00,Ohio,0
C. B. McClelland,do,do,Cadiz,$300.00,Ohio,0
Miss Emma Barnet,do,do,Canal Dover,$300.00,Ohio,0
A. D. Braden,do,do,do,$300.00,Ohio,0
H. G. Hance,do,do,do,$150.00,Ohio,0
A. C. Will,do,do,do,$600.00,Ohio,0
C. S. Steese,do,do,Canton,$900.00,Ohio,0
Charles Kirchbaum,do,do,do,$600.00,Ohio,0
Albert Feidler,do,do,do,$150.00,Ohio,0
J. W. Stoneroad,do,do,Chapin Falls,$400.00,Ohio,0
Miss Mary A. Kain,Ohio,do,Chardon,$90.00,Ohio,0
Mrs. F. L. Allison,Pennsylvania,do,Cherry Fork,$90.00,Ohio,0
Lewis Kern,Ohio,do,Chillicothe,$525.00,Ohio,0
Thomas A. Reeves,do,do,do,$600.00,Ohio,0
William F. Hammonds,do,do,do,$400.00,Ohio,0
Edwin Willy,do,do,do,$240.00,Ohio,0
Miss Ella Massie,do,do,do,$240.00,Ohio,0
James P. Anderson,Tennessee,do,Cincinnati,$800.00,Ohio,0
John August,Ohio,do,do,$800.00,Ohio,0
George W. Anderson,do,do,do,$800.00,Ohio,0
Herman Arnoldi,Germany,do,do,$700.00,Ohio,0
Robert S. Austin,Massachusetts,do,do,$750.00,Ohio,0
F. J. Ackerman,Maryland,do,do,$750.00,Ohio,0
Benjamin Brown,New Jersey,do,do,$1000.00,Ohio,0
Peter Baechle,Germany,do,do,$850.00,Ohio,0
