Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
H. J. Cassidy,Ireland,New York,New York,$72000,New York,0
Thomas Cassidy,do,do,do,$54000,New York,0
J. W. Cave,New York,do,do,$100000,New York,0
J. C. Chace,England,do,do,$120000,New York,0
A. P. Chase,New York,do,do,$120000,New York,0
W. H. Chase,do,do,do,$100000,New York,0
C. G. Clark,do,do,do,$120000,New York,0
C. M. Clark,do,do,do,$72000,New York,0
Frank Clark,Maine,do,do,$90000,New York,0
G. I. Clark,New York,do,do,$60000,New York,0
J. D. Clark,do,do,do,$60000,New York,0
J. H. Clark,do,do,do,$54000,New York,0
J. F. Clark,do,do,do,$48000,New York,0
W. A. Clark,do,do,do,$120000,New York,0
W. C. Clark,Scotland,do,do,$62000,New York,0
Moses Clarke,New York,do,do,$72000,New York,0
Lawrence Clarke,Ireland,do,do,$60000,New York,0
S. G. Cleary,New York,New Jersey,do,$54000,New York,0
W. A. Chester,do,New York,do,$72000,New York,0
Richard Cleary,do,do,do,$72000,New York,0
C. F. Clinton,Massachusetts,do,do,$60000,New York,0
G. L. Clinton,New York,do,do,$60000,New York,0
C. A. Christie,do,do,do,$60000,New York,0
Henry Coan,do,do,do,$48000,New York,0
J. J. Cocks,do,do,do,$60000,New York,0
L. G. Coffin,do,do,do,$120000,New York,0
J. H. Coker,do,do,do,$114000,New York,0
T. B. Cokclet,do,do,do,$72000,New York,0
P. F. Collins,do,do,do,$60000,New York,0
George Colyer,do,do,do,$48000,New York,0
Vincent Colyer,Connecticut,do,do,$72000,New York,0
J. F. Condit,New York,do,do,$120000,New York,0
George Condit jr,do,do,do,$36000,New York,0
H. P. Conklin,do,do,do,$36000,New York,0
R. L. Conklin,do,do,do,$120000,New York,0
Lawrence Conlin,Massachusetts,do,do,$60000,New York,0
Martin Conollon,New York,do,do,$60000,New York,0
J. F. Connelly,do,do,do,$60000,New York,0
H. W. Connelly,do,do,do,$50000,New York,0
G. F. Cook,do,do,do,$72000,New York,0
H. P. Cook,do,do,do,$72000,New York,0
S. B. Cook,Connecticut,do,do,$48000,New York,0
W. T. Cook,New York,do,do,$48000,New York,0
S. Cooper,do,do,do,$60000,New York,0
J. M. Cooper,do,do,do,$48000,New York,0
G. J. Cornell,do,do,do,$120000,New York,0
H. Cornwell,do,do,do,$72000,New York,0
J. H. Coughlin,do,New Jersey,do,$60000,New York,0
J. A. Coughlin,do,New York,do,$60000,New York,0
W. F. Corell,do,do,do,$60000,New York,0
J. W. Corell,do,do,do,$90000,New York,0
W. H. Covert,do,do,do,$60000,New York,0
George Covell jr,do,do,do,$60000,New York,0
J. B. Cox,do,do,do,$90000,New York,0
Charles Crome,do,do,do,$60000,New York,0
J. H. Crumbie,do,do,do,$120000,New York,0
Mrs. J. A. Chubbuck,New York,do,do,$90000,New York,0
Bernard Cunningham,Ireland,do,do,$60000,New York,0
Thomas Curry,do,do,do,$120000,New York,0
Hart Curry,do,do,do,$90000,New York,0
J. W. Cryer,Massachusetts,do,do,$72000,New York,0
George Chamberlain,do,do,do,$120000,New York,0
W. H. Cornell,New York,New York,do,$48000,New York,0
Patrick Dalton,Ireland,do,do,$72000,New York,0
Charles Daly,do,do,do,$72000,New York,0
John Daly,do,do,do,$120000,New York,0
J. L. Dana,do,do,do,$90000,New York,0
W. H. Darling,do,do,do,$60000,New York,0
F. W. Dashert,Germany,do,do,$90000,New York,0
W. E. Davenport,Connecticut,do,do,$72000,New York,0
M. F. Dean,do,do,do,$120000,New York,0
D. E. Dean,New York,do,do,$120000,New York,0
F. V. DeCamp,do,do,do,$120000,New York,0
E. J. Deering,do,do,do,$120000,New York,0
Joseph Deering,do,do,do,$120000,New York,0
M. J. De Forrest,do,do,do,$120000,New York,0
William De Forrest,do,do,do,$120000,New York,0
James De Mott,New Jersey,do,do,$60000,New York,0
Adolph Dengler jr,Illinois,do,do,$90000,New York,0
F. L. Denton,New York,do,do,$120000,New York,0
E. E. Denton,do,do,do,$120000,New York,0
G. W. Derrickson,do,do,do,$90000,New York,0
J. A. Devoe,do,do,do,$120000,New York,0
W. L. Devoe,do,do,do,$90000,New York,0
F. A. Drew,do,do,do,$120000,New York,0
G. A. Dillon,do,do,do,$120000,New York,0
W. J. Dixon,do,do,do,$120000,New York,0
E. G. Doane,do,do,do,$62000,New York,0
