Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Miss Lizzie Caswell,Rhode Island,Rhode Island,Narragansett Pier,$225.00,Rhode Island,0
E. W. Atkinson,do,do,Newport,$1350.00,Rhode Island,0
Benjamin F. Bliss,do,do,do,$900.00,Rhode Island,0
J. F. Bowler,do,do,do,$840.00,Rhode Island,0
A. P. Crandall,do,do,do,$720.00,Rhode Island,0
J. W. Horton,do,do,do,$240.00,Rhode Island,0
Miss S. H. Knowles,do,do,do,$360.00,Rhode Island,0
James H. Palmer,do,do,do,$720.00,Rhode Island,0
George Rice,do,do,do,$180.00,Rhode Island,0
J. G. Adams,Massachusetts,do,Pawtucket,$1272.00,Rhode Island,0
J. G. Adams,Rhode Island,do,do,$600.00,Rhode Island,0
Miss Mary A. Taylor,do,do,do,$372.00,Rhode Island,0
Miss Anne A. White,Massachusetts,do,do,$482.00,Rhode Island,0
William F. Foster,do,do,do,$600.00,Rhode Island,0
William D. Brayton,Rhode Island,do,Providence,$1800.00,Rhode Island,0
William S. Bowen,do,do,do,$1200.00,Rhode Island,0
William C. Burkett,do,do,do,$900.00,Rhode Island,0
Charles W. Burdick,do,do,do,$480.00,Rhode Island,0
Miss Emma H. Bolden,do,do,do,$520.00,Rhode Island,0
Elam H. Congdon,do,do,do,$600.00,Rhode Island,0
Chris H. Carpenter,do,do,do,$900.00,Rhode Island,0
Edward O. Carr,do,do,do,$1200.00,Rhode Island,0
James H. Crossley,do,do,do,$900.00,Rhode Island,0
James H. Douglass,do,do,do,$900.00,Rhode Island,0
Frank Dougherty,New York,do,do,$480.00,Rhode Island,0
John W. Fanning,Connecticut,do,do,$900.00,Rhode Island,0
Thomas C. Hidden,Massachusetts,do,do,$780.00,Rhode Island,0
George M. Kendall,Rhode Island,do,do,$1200.00,Rhode Island,0
Walter E. Lawton,do,do,do,$780.00,Rhode Island,0
Miss Sarah P. Luther,do,do,do,$480.00,Rhode Island,0
John B. McMannamon,do,do,do,$720.00,Rhode Island,0
Charles H. Nichols,New York,do,do,$900.00,Rhode Island,0
Mrs. Nellie M. Noyes,Illinois,do,do,$540.00,Rhode Island,0
Eynos M. Newton,Vermont,do,do,$480.00,Rhode Island,0
Frank H. Peck,do,do,do,$720.00,Rhode Island,0
James A. Seaver,Rhode Island,do,do,$900.00,Rhode Island,0
Miss Addie L. Smith,do,do,do,$480.00,Rhode Island,0
Miss Jennie Southland,do,do,do,$480.00,Rhode Island,0
Arthur I. Talbot,do,do,do,$780.00,Rhode Island,0
Edwin L. Tayer,Massachusetts,do,do,$450.00,Rhode Island,0
John H. Westgate,Rhode Island,do,do,$900.00,Rhode Island,0
David H. Weeden,do,do,do,$900.00,Rhode Island,0
William F. Winston jr.,Massachusetts,do,do,$840.00,Rhode Island,0
John H. Willard,Rhode Island,do,do,$1200.00,Rhode Island,0
Moses B. Newell,New Hampshire,do,Woonsocket,$840.00,Rhode Island,0
Oliver Cole,Canada,do,do,$900.00,Rhode Island,0
Miss Jennie E. Newell,Massachusetts,do,do,$480.00,Rhode Island,0
A. G. Judd,Connecticut,South Carolina,Aiken,$500.00,South Carolina,0
F. H. Porter,do,Connecticut,do,$400.00,South Carolina,0
C. E. Sawyer,do,do,do,$400.00,South Carolina,0
Charles S. Sullivan,South Carolina,South Carolina,Anderson Court-House,$900.00,South Carolina,0
Ernest G. Cochran,do,do,do,$600.00,South Carolina,0
F. E. Harrison,North Carolina,do,Bennettsville,$400.00,South Carolina,0
Mrs. S. W. Brooks,Georgia,do,Camden,$300.00,South Carolina,0
J. J. Boswell,North Carolina,do,do,$150.00,South Carolina,0
C. A. Sawyer,South Carolina,do,Charleston,$1800.00,South Carolina,0
T. A. Smith,do,do,do,$1500.00,South Carolina,0
I. A. Washington,do,do,do,$810.00,South Carolina,0
A. S. Trumbo,do,do,do,$720.00,South Carolina,0
G. I. Bryan,do,do,do,$720.00,South Carolina,0
E. G. Brown,do,do,do,$720.00,South Carolina,0
F. C. Fishburne,do,do,do,$720.00,South Carolina,0
F. J. Johnston,do,do,do,$720.00,South Carolina,0
G. E. Bolger,do,do,do,$720.00,South Carolina,0
S. E. Welch,do,do,do,$720.00,South Carolina,0
J. F. O'Connell,do,do,do,$600.00,South Carolina,0
G. G. Duffmann,do,do,do,$600.00,South Carolina,0
William Knobeloch,do,do,do,$540.00,South Carolina,0
E. F. Schachte,do,do,do,$1200.00,South Carolina,0
Joseph O. Ladd,do,do,Chester,$100.00,South Carolina,0
Louis Dunbar Childs,do,do,Columbia,$940.00,South Carolina,0
Henry Andrew Wallace,do,do,do,$720.00,South Carolina,0
Robert Edgar Stewart,do,do,do,$600.00,South Carolina,0
Jesse Drafts,do,do,do,$420.00,South Carolina,0
James Kendall Wilder,do,do,do,,South Carolina,0
William A. Fulger,do,do,do,$200.00,South Carolina,0
William Sloan Monteith,do,do,Florence,$300.00,South Carolina,0
Robert Bowlar,do,do,do,$180.00,South Carolina,0
James Trotter,Scotland,do,Greenville Court-House,$600.00,South Carolina,0
Chas. H. Lanneau,South Carolina,do,do,$600.00,South Carolina,0
John F. Miller,South Carolina,do,Jefferson,$300.00,South Carolina,0
H. P. Burdett,do,do,Laurens Court-House,$350.00,South Carolina,0
Mrs. E. Croft,do,do,Manning,$300.00,South Carolina,0
Jno R. Haynes,do,do,Marion,$450.00,South Carolina,0
Walter G. Houseal,do,do,Newberry Court-House p. m.,$12.50,South Carolina,0
William B. Elkin,do,do,Orangeburgh Court-House,$100.00,South Carolina,0
