Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
John C. Blake,Maine,Maine,Auburn,$40000,Maine,0
Thomas L. Burrell,do,do,do,$10000,Maine,0
Miss Mary S. Little,do,do,do,$10000,Maine,0
George B. Hill,do,do,Augusta,$120000,Maine,0
Loring S. Webber,do,do,do,$90000,Maine,0
Charles H. Dudley,do,do,do,$60000,Maine,0
Edwin F. Farnham,do,do,do,$60000,Maine,0
Horace R. Sturgis,do,do,do,$60000,Maine,0
George E. Messer,do,do,do,$60000,Maine,0
Stephen G. Ward,do,do,do,$50000,Maine,0
W. S. Choate,do,do,do,$50000,Maine,0
W. D. Stinson,do,do,do,$40000,Maine,0
George H. Rollins,do,do,do,$45000,Maine,0
Fred. W. Plaisted,do,do,do,$40000,Maine,0
Leslie A. Dyer,do,do,do,$25000,Maine,0
William H. Holmes,do,do,do,$25000,Maine,0
Horace North,do,do,do,$60000,Maine,0
Charles A. Wadsworth,do,do,do,$50000,Maine,0
Frank J. Libby,do,do,do,$40000,Maine,0
George W. Vickery,do,do,do,$35000,Maine,0
Fred. W. Libby,do,do,do,$35000,Maine,0
George E. Hurd,do,do,do,$35000,Maine,0
William S. Noyes,do,do,do,$30000,Maine,0
Henry F. Hill,do,do,do,$45000,Maine,0
Fred. Raven,do,do,do,$30000,Maine,0
George H. Weeks,do,do,do,$30000,Maine,0
Edwin A. Cummings,do,do,Bangor,$150000,Maine,0
William H. S. Lawrence,do,do,do,$140000,Maine,0
George W. Merrill,do,do,do,$80000,Maine,0
John A. Cousens,do,do,do,$80000,Maine,0
William A. Freese,do,do,do,$70000,Maine,0
Miss Annie Angell,do,do,do,$30000,Maine,0
Miss Agnes Leland,do,do,Bar Harbor,$26000,Maine,0
Charles H. Wakefield,do,do,do,$27500,Maine,0
Miss Annie L. Howley,do,do,do,$22500,Maine,0
Mrs. Cora E. Jones,do,do,do,$20000,Maine,0
C. E. Davis,do,do,do,$44000,Maine,0
Charles H. Maling,do,do,Belfast,$60000,Maine,0
L. Pitt Andrews,do,do,do,$41000,Maine,0
Miss Emily Shaw,do,do,do,$41000,Maine,0
Mrs. Annie Crosby,do,do,do,$31200,Maine,0
Miss Lydia F. Jordan,do,do,Brunswick,$30000,Maine,0
Alfred C. Cobb,do,do,do,$30000,Maine,0
Jessie H. Whitten,do,do,Bucksport,$10000,Maine,0
Miss Mary I. Cobb,do,do,do,$10000,Maine,0
Edmund C. Gardner,do,do,do,$60000,Maine,0
John H. Ripley,New York,do,do,$40000,Maine,0
Will. E. Allen,Maine,do,Denneysville,$16200,Maine,0
Miss Mary Louise Wood,do,do,Dexter,$16200,Maine,0
Oscar W. Trask,do,do,Eastport,$50000,Maine,0
George H. Prescott,do,do,do,$40000,Maine,0
John H. Bragmer,do,do,Ellsworth,$50000,Maine,0
Mrs. Carrie J. Emery,do,do,Fairfield,$30000,Maine,0
George G. Weeks,do,do,do,$30000,Maine,0
Miss H. M. Merrill,do,do,Farmington,$30000,Maine,0
Arthur W. Merrill,do,do,do,$30000,Maine,0
S. H. W. Gerrish,do,do,Franklin,$7500,Maine,0
S. D. Marson,do,do,Gardiner,$75000,Maine,0
E. A. Bremer,do,do,do,$100,Maine,0
Miss Nellie F. Thomas,do,do,Hallowell,$100,Maine,0
James W. Clark,New Brunswick,do,Houlton,p.d.,Maine,0
Miss Mary E. Parker,Maine,do,Kittery Depot,$30000,Maine,0
Miss J. Fuller,do,do,Lewiston,$45000,Maine,0
John F. Putnam,do,do,do,$45000,Maine,0
George S. Longley,do,do,do,$50000,Maine,0
Miss Grace M. Briard,do,do,do,$40000,Maine,0
Albert W. Emerson,do,do,Madison,$10000,Maine,0
Edward F. Ross,do,do,Mechanic Falls,$30000,Maine,0
Miss Edith G. Haskell,do,do,do,$30000,Maine,0
Miss Mary J. Robinson,do,do,Norway,p.d.,Maine,0
Charles B. Benn,do,do,Portland,$60000,Maine,0
Edward S. Bell,do,do,do,$90000,Maine,0
Samuel T. Pickard,Massachusetts,do,do,$90000,Maine,0
William Chenery,Maine,do,do,$180000,Maine,0
George W. Early,Massachusetts,do,do,$90000,Maine,0
Frank H. Plummer,Maine,do,do,$90000,Maine,0
Miss Julia M. Foye,do,do,do,$40000,Maine,0
Charles H. French,New Hampshire,do,do,$70000,Maine,0
Joseph H. Coffin,Maine,do,do,$110000,Maine,0
James Harris,do,do,do,$85000,Maine,0
Charles E. Jellison,do,do,do,$110000,Maine,0
William H. Greene,do,do,do,$80000,Maine,0
Charles H. Mitchell,do,do,do,$70000,Maine,0
Edward J. Morrell,do,do,do,$70000,Maine,0
Miss Mary J. Webb,do,do,do,$72500,Maine,0
Miss Rebecca C. Robinson,do,do,do,$60000,Maine,0
Walter H. Rowe,do,do,do,$70000,Maine,0
