Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Frank H. Halliday,New Jersey,New Jersey,Rahway,$84.00,New Jersey,0
John C. Hubbard,do,do,Red Bank,$90.00,New Jersey,0
William Holt,do,do,Salem City,p.m. $3.00,New Jersey,1
Frank Garwood,do,do,do,$3.00,New Jersey,0
Frank McConnachty,do,do,Somerville,p. $16.66,New Jersey,1
William Lyons,do,do,do,$16.66,New Jersey,0
Symmes Ingraham,do,do,South Amboy,p.m. $15.00,New Jersey,1
Andrew E. Taylor,do,do,South Orange,$60.00,New Jersey,0
George W. Ketcham,Maine,do,Trenton,$800.00,New Jersey,0
James C. Thomas,New Jersey,do,Trenton,$1320.00,New Jersey,0
Linn P. Woodruff,do,do,do,$1080.00,New Jersey,0
William Cunningham,do,do,do,$720.00,New Jersey,0
Edward F. Carman,do,do,do,$720.00,New Jersey,0
Franklin Hendrickson,do,do,do,$720.00,New Jersey,0
Stephen B. Gilkyson,do,do,do,$720.00,New Jersey,0
Charles E. Boyd,do,do,do,$620.00,New Jersey,0
Edward T. Temple,do,do,do,$520.00,New Jersey,0
William H. Skirm,do,do,Trenton Town,$150.00,New Jersey,0
Miss Martha Risdon Woolston,do,do,do,,New Jersey,0
J. Leonard Welch,Maine,do,Vineland,$600.00,New Jersey,0
Mrs. Mary C. Shelly,New York,do,do,$500.00,New Jersey,0
Mrs. Mary P. Loper,do,do,do,$500.00,New Jersey,0
Frank Kipe,New Jersey,do,Washington,$240.00,New Jersey,0
F. H. Hann,do,do,do,$240.00,New Jersey,0
Charles French,do,do,do,$60.00,New Jersey,0
Edward Hutchings,do,do,do,$60.00,New Jersey,0
Miss Helen Decker,New York,New York,Westfield,$90.00,New Jersey,0
Miss Louisa Decker,New Jersey,New Jersey,Westfield,p.d. $1.00,New Jersey,0
C. O. Abbott,do,do,Woodbury,$250.00,New Jersey,0
Morton Hulse,do,do,do,$180.00,New Jersey,0
James McKenzie,Scotland,New Mexico,Albuquerque,$900.00,New Mexico,0
William Arkell,England,do,Cimarron,$140.00,New Mexico,0
William Bauer,Pennsylvania,do,Deming,$900.00,New Mexico,0
Manuel H. Martinez,Española,do,Española,$100.00,New Mexico,0
Miss Flora E. Young,Ohio,do,Fort Stanton,p. d. $1.00,New Mexico,0
E. H. Farnsworth,Pennsylvania,do,Fort Union,$900.00,New Mexico,0
Elmer E. Paxson,Indiana,do,Las Vegas,$1332.00,New Mexico,0
William E. Cullen,Kansas,do,do,$822.50,New Mexico,0
Frank Martin,Ohio,do,Mesilla,$600.00,New Mexico,0
Miss Maggie M. Day,Kentucky,do,Santa Fe,$800.00,New Mexico,0
David M. White,New Mexico,do,do,$420.00,New Mexico,0
Henry O. Baca,New York,Ohio,Silver City,$1320.00,New Mexico,0
Oscar G. Hinman,Iowa,New Mexico,do,$720.00,New Mexico,0
Willie E. Leonard,Wisconsin,do,Socorro,$1080.00,New Mexico,0
Miss Mary J. Shields,California,do,do,$720.00,New Mexico,0
Andrew J. Howell,Virginia,do,Springer,p. m. $6.00,New Mexico,1
Harry D. Rowe,Colorado,do,Watrous,$100.00,New Mexico,0
Frank G. Mason,New York,New York,Adams,$300.00,New York,0
William S. Winton,do,do,Addison,$720.00,New York,0
Isaac McMurdy,do,do,do,$2000.00,New York,0
James E. Ferris,do,do,do,$1200.00,New York,0
A. D. Sandford,do,do,do,$1200.00,New York,0
Theodore H. Borthwick,do,do,do,$1200.00,New York,0
John McBride,Scotland,do,do,$1140.00,New York,0
James J. Taylor,New York,do,do,$800.00,New York,0
Charles B. Carroll,do,do,do,$800.00,New York,0
Louis Wink,Germany,do,do,$650.00,New York,0
William Merrifield,New York,do,do,$600.00,New York,0
William H. Hickey,England,do,do,$600.00,New York,0
Charles H. Parsons,New York,do,do,$1200.00,New York,0
Chambers W. Ludell,do,do,do,$720.00,New York,0
Jeremiah Lockwood,do,do,do,$1200.00,New York,0
Abram S. Hayt,do,do,do,$1080.00,New York,0
James H. Hayes,do,do,do,$1000.00,New York,0
John E. Stewart,do,do,do,$1000.00,New York,0
Newton W. Thompson,Vermont,do,do,$1000.00,New York,0
John McD. Davis,New York,do,do,$720.00,New York,0
Robert McRoberts,do,do,do,$1200.00,New York,0
James S. Coon,do,do,do,$1100.00,New York,0
Robert H. McCormie,do,do,do,$1100.00,New York,0
William J. Edwards,do,do,do,$940.00,New York,0
Daniel H. Roberts,do,do,do,$940.00,New York,0
Charles W. Poole,do,do,do,$940.00,New York,0
Harry F. Fink,do,do,do,$720.00,New York,0
John Nerner,Ireland,do,do,$900.00,New York,0
Peter B. Scherie,New York,do,do,$1120.00,New York,0
William J. Kink,do,do,do,$1000.00,New York,0
Charles H. Kelly,do,do,do,$800.00,New York,0
William J. Kennedy,do,do,do,$900.00,New York,0
Julius M. Carhart,do,do,do,$900.00,New York,0
Moses Danby,England,do,do,$920.00,New York,0
Charles Schwartz,New York,do,do,$920.00,New York,0
Charles Keller,do,do,do,$920.00,New York,0
