Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
Louis L. Richards,Massachusetts,Massachusetts,Northampton,$41600,Massachusetts,0
Arthur L. Thayer,do,do,do,$62400,Massachusetts,0
Clarence E. Pulver,Rhode Island,do,North Attleborough,$57000,Massachusetts,0
Miss Nettie A. Jones,Massachusetts,do,Palmer,$29000,Massachusetts,0
Geo. W. Cobb,do,do,Peabody,$25000,Massachusetts,0
Henry C. Hills,do,do,Peabody,$15000,Massachusetts,0
H. D. Gage,New York,New York,Pittsfield,$91600,Massachusetts,0
Wm. H. Clark,Massachusetts,Massachusetts,do,$39000,Massachusetts,0
Clifton Powers,do,do,do,$39000,Massachusetts,0
Homer Moore,do,do,do,$31200,Massachusetts,0
Geo. F. Pettee,New York,do,Plymouth,$31200,Massachusetts,0
William Chase,Massachusetts,do,Plymouth,$52400,Massachusetts,0
Miss Alice C. Chase,do,do,do,$20000,Massachusetts,0
Geo. H. Babbitt,do,do,Quincy,$30000,Massachusetts,0
George S. Bass,Illinois,do,Quincy,$30000,Massachusetts,0
Miss Nellie M. Field,Massachusetts,do,Pittsfield,P. M. $500,Massachusetts,1
Miss Minnie L. Fletcher,do,do,do,$20000,Massachusetts,0
Miss Belle L. Ruggles,do,do,do,$20000,Massachusetts,0
Miss Susan T. Smith,Massachusetts,do,Rockland,$41600,Massachusetts,0
Frank W. Hayden,California,do,do,$15000,Massachusetts,0
John O. Chapman,Massachusetts,do,Salem,$125000,Massachusetts,0
Everett E. Austin,do,do,do,$65000,Massachusetts,0
Geo. F. Ropes,do,do,do,$50000,Massachusetts,0
Miss Isabelle Glover,do,do,do,$30000,Massachusetts,0
Miss Alice C. Mansfield,do,do,do,$25000,Massachusetts,0
Louis Robson,Canada,do,Shelburne Falls,P. M. $75000,Massachusetts,1
John F. Severance jr,Massachusetts,do,Shelburne Falls,$30000,Massachusetts,0
Miss Eliza M. Wilson,do,do,Spencer,$40000,Massachusetts,0
Miss Hattie L. Bemis,do,do,do,$30000,Massachusetts,0
Miss Charles E. Stone,do,do,do,$7500,Massachusetts,0
J. H. St. Clair,Connecticut,Massachusetts,Springfield,$120000,Massachusetts,0
Chas. H. Beebe,do,do,do,$120000,Massachusetts,0
George S. Burt,Massachusetts,do,do,$70000,Massachusetts,0
E. G. Dewey,do,do,do,$60000,Massachusetts,0
S. W. Hale,do,do,do,$50000,Massachusetts,0
E. J. Ballard,Massachusetts,do,do,$50000,Massachusetts,0
J. H. Beaton,do,do,do,$50000,Massachusetts,0
H. A. Munn,Connecticut,do,do,$50000,Massachusetts,0
R. A. Tomlinson,New York,do,do,$40000,Massachusetts,0
S. R. McGregor,do,do,Springfield,$40000,Massachusetts,0
H. S. Morley,Massachusetts,do,do,$30000,Massachusetts,0
Isaac M. Pease,do,do,do,$30000,Massachusetts,0
John A. Gooch,do,do,do,$30000,Massachusetts,0
William W. Prentiss,do,do,South Framingham,$30000,Massachusetts,0
George W. Corey,Connecticut,do,Southbridge,$40000,Massachusetts,0
Frank D. Lincoln,Massachusetts,do,South Framingham,$50000,Massachusetts,0
Harvey S. Taft,do,do,do,$30000,Massachusetts,0
Harry S. Plumb,do,do,Stockbridge,$48000,Massachusetts,0
Frederick S. Aymar,New York,do,do,,Massachusetts,0
Miss Fannie A. Hilton,Ohio,do,Stoughton,P. M. $100000,Massachusetts,1
Miss E. Alice Talbot,Massachusetts,do,do,P. M. $75,Massachusetts,1
Charles A. Blake,do,do,Taunton,$39000,Massachusetts,0
Isaac N. Hamblin,do,do,do,$40000,Massachusetts,0
Jerome D. Perkins,Pennsylvania,do,do,$40000,Massachusetts,0
Richmond W. Woodward,Massachusetts,do,do,$25000,Massachusetts,0
John W. Hart,do,do,do,$20000,Massachusetts,0
Mrs. E. C. Emerson,do,do,do,$20000,Massachusetts,0
Wayland F. Ratoon,New York,do,Turner's Falls,$35000,Massachusetts,0
Miss Ida L. Kendall,Massachusetts,do,Wakefield,$30000,Massachusetts,0
Mrs. C. D. Locke,Maine,do,do,$30000,Massachusetts,0
Frank M. Upham,Massachusetts,do,do,$25000,Massachusetts,0
Miss Lizzie Jameson,do,do,do,$20000,Massachusetts,0
George C. Pease,do,do,do,$20000,Massachusetts,0
Jesse Prescott,Canada,Massachusetts,Webster,$75000,Massachusetts,0
