Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
John F. Gray,California,Arizona,Tombstone,$90000,Arizona,0
William J. Corbett,South Carolina,do,Tucson,$60000,Arizona,0
William L. Brooks,California,California,do,$60000,Arizona,0
J. Lewis Corbett,South Carolina,Arizona,do,$40000,Arizona,0
W. F. Nichols Wilcox,California,do,Wilcox,$10000,Arizona,0
Noble Bowling,Arkansas,Arkansas,Alma,$7200,Arkansas,0
Jno. Bostick,do,do,Arkadelphia,$16200,Arkansas,0
M. W. Ferguson,Tennessee,do,Batesville,$16200,Arkansas,0
Mrs. Susan E. Speer,Arkansas,do,Bentonville,$30000,Arkansas,0
Jno. Bostick,do,do,Bentonville,$30000,Arkansas,0
Mrs. Lou J. Bates,do,do,Brinkley,$30000,Arkansas,0
Ed. C. Wright,do,do,Camden,$83400,Arkansas,0
Jas. Wm. Geo. Blevins,do,do,Clarksville,$32400,Arkansas,0
Jas. F. Waddell,do,do,do,$75,Arkansas,0
Henry Bradley,do,do,Conway,$1800,Arkansas,0
George W. Sappington,Connecticut,do,Dardanelle,$48000,Arkansas,0
Mrs. Mary A. Mason,Ohio,do,Devil's Bluff,$48000,Arkansas,0
Miss Nanette True,Illinois,do,Eureka Springs,$48000,Arkansas,0
James M. Davenport,Ohio,do,do,$48000,Arkansas,0
John M. Jennings,Mississippi,do,do,$40000,Arkansas,0
William Marshall True,Illinois,do,do,$30000,Arkansas,0
John R. Metcalf,Missouri,do,Evening Shade,$18000,Arkansas,0
William H. Cravens,Mississippi,do,Fayetteville,$14000,Arkansas,0
C. W. Nolen,Kentucky,do,Fordyce,$18000,Arkansas,0
Edward T. Tanner,South Carolina,do,Forest City,$10000,Arkansas,0
William J. Power,Arkansas,do,Fort Smith,$54000,Arkansas,0
Frank A. Handlin,Pennsylvania,do,do,$24000,Arkansas,0
Henry J. Berkamp,Arkansas,do,do,$18000,Arkansas,0
Bradford D. Benson,do,do,Garden,$10000,Arkansas,0
B. G. Wells,Pennsylvania,do,do,$10000,Arkansas,0
William F. Gibbs,Louisiana,do,Hamburg,$1250,Arkansas,0
S. L. Deering,Indiana,do,Helena,$48000,Arkansas,0
J. C. Rembert,Arkansas,do,Hope,$24000,Arkansas,0
Stuart Warren,do,do,Hope,$5000,Arkansas,0
Jas. M. F. Casey,Michigan,do,Hot Springs,$72000,Arkansas,0
Mrs. A. E. Damon,Illinois,do,do,$72000,Arkansas,0
Samuel G. Buffington,Arkansas,do,do,$36000,Arkansas,0
Wade Green,do,do,do,$36000,Arkansas,0
W. H. Langford,Mississippi,do,do,$27000,Arkansas,0
Miss Laura Marlieb,Ohio,do,do,$60000,Arkansas,0
J. F. Knight,Tennessee,do,Huntsville,$7500,Arkansas,0
F. H. Cobb,do,do,do,$9000,Arkansas,0
M. C. Davis,Illinois,do,Little Rock,$80000,Arkansas,0
S. G. Garrett,Virginia,do,do,$80000,Arkansas,0
O. H. Holt,Kentucky,do,do,$80000,Arkansas,0
M. T. Howe,Kentucky,do,do,$8000,Arkansas,0
S. A. Jordan,Arkansas,do,do,$50000,Arkansas,0
E. F. Pettit,do,do,do,$100000,Arkansas,0
Mrs. E. V. Rowland,Indiana,do,do,$72000,Arkansas,0
J. E. Somer,Arkansas,do,do,$150000,Arkansas,0
A. Schober,do,do,do,$60000,Arkansas,0
M. H. Henderson,do,do,do,$48000,Arkansas,0
Francis A. Morgan,Virginia,Tennessee,Lonoke,$42000,Arkansas,0
J. H. Van Houten,Indiana,Arkansas,Magnolia,$30000,Arkansas,0
Daniel D. Maddry,Arkansas,do,do,$1000,Arkansas,0
Bishop A. Hall,South Carolina,do,Marianna,$60000,Arkansas,0
Miss Lula B. Payne,Kentucky,do,Newport,$36000,Arkansas,0
Miss Lula B. Payne,Kentucky,do,Newport,$36000,Arkansas,0
Kelly Monteath,Ohio,do,do,$30000,Arkansas,0
E. M. Jacks,Tennessee,do,do,$30000,Arkansas,0
Corwin T. Bills,Ohio,do,Ozark,$28000,Arkansas,0
Mrs. Marietta Wilkins,Arkansas,do,Paris,$10000,Arkansas,0
T. J. Oliphint,Tennessee,do,Pine Bluff,$60000,Arkansas,0
A. S. Moon,Arkansas,do,do,$40000,Arkansas,0
John J. Neeley,do,do,do,$24000,Arkansas,0
J. H. Nichols,do,do,Pocahontas,$30000,Arkansas,0
Joe Scott,do,do,Prescott,$2700,Arkansas,0
Ben. D. Cheatham,do,do,do,$9000,Arkansas,0
J. S. Shaver,do,do,Searcy,$36000,Arkansas,0
A. M. C. Pratt,Arkansas,do,Sheridan,$4500,Arkansas,0
Mrs. Lizzie V. Joselyn,Canada,do,Star City,$12500,Arkansas,0
John Grayson,Arkansas,do,Texarkana,$36000,Arkansas,0
Edward E. Tasker,Ohio,do,do,$20000,Arkansas,0
James M. M. Caskill,Arkansas,do,Toledo,$2500,Arkansas,0
Jas. H. Hornibrook,do,do,do,$2500,Arkansas,0
Joseph C. Chapin,New York,do,Van Buren,$30000,Arkansas,0
William A. Johnston,Texas,do,Waldron,$15000,Arkansas,0
Silas Toney,Arkansas,do,Washington,$15000,Arkansas,0
W. C. Malone,North Carolina,do,Wittsburgh,$100,Arkansas,0
E. A. Rolfe,Arkansas,do,do,$10000,Arkansas,0
Miss Florence E. Parker,California,California,Alameda,$90000,California,0
W. R. Willis,do,do,Auburn,$18000,California,0
James McD. Irael,do,do,Benita,$9000,California,0
