Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
S. J. Tannehill,Illinois,Missouri,Saint Louis,$720.00,Missouri,0
George Teasou,Missouri,do,do,$1200.00,Missouri,0
J. H. Tice,do,do,do,$900.00,Missouri,0
H. C. Wright,New York,do,do,$2400.00,Missouri,0
William A. Keller,Germany,do,do,$720.00,Missouri,0
R. H. Webster,Ohio,do,do,$840.00,Missouri,0
Charles Wess,Sweden,do,do,$1200.00,Missouri,0
Louis Walter,France,do,do,$900.00,Missouri,0
George Wetzler,Germany,do,do,$1200.00,Missouri,0
A. S. Whitehead,do,do,do,$840.00,Missouri,0
Otto Widmer,do,do,do,$900.00,Missouri,0
Charles Wuerpel,do,do,do,$720.00,Missouri,0
G. H. Wesseling,Missouri,do,do,$720.00,Missouri,0
J. Wyeoff,Virginia,do,do,$840.00,Missouri,0
F. L. Wyman,do,do,do,$840.00,Missouri,0
Phil Walter,do,do,do,$900.00,Missouri,0
W. W. Wayne,do,do,do,$900.00,Missouri,0
R. P. Wilcox,do,do,do,$840.00,Missouri,0
J. H. Wilson,do,do,do,$1800.00,Missouri,0
Peter E. White,Massachusetts,do,do,$720.00,Missouri,0
E. L. Young,Missouri,do,do,$720.00,Missouri,0
E. F. Young,Alabama,do,do,$700.00,Missouri,0
Fred. Zapp,Missouri,do,do,$720.00,Missouri,0
J. H. Zumstein,do,do,do,$720.00,Missouri,0
C. C. Byers,Missouri,do,Saint Thomas,P.M. $10.00,Missouri,1
Fred. H. Lewis,Ohio,do,Salisbury,$900.00,Missouri,0
Miss Jennie A. Dillon,Illinois,do,do,$600.00,Missouri,0
Miss Ida Blackburn,Ohio,do,Savannah,P.M. $15.50,Missouri,1
Thomas C. Hambaugh,Kentucky,do,Sedalia City,$100.00,Missouri,0
C. A. Higbee,Illinois,do,do,$1800.00,Missouri,0
E. E. Higbley,Ohio,do,do,$720.00,Missouri,0
B. F. Higbley,Missouri,do,do,$900.00,Missouri,0
William C. Hoyt,do,do,do,$720.00,Missouri,0
William G. Hughes,do,do,do,$240.00,Missouri,0
Andrew Kershaw,England,do,Seneca,$150.00,Missouri,0
Thomas L. Wann,Iowa,do,Springfield,$720.00,Missouri,0
M. and L. A. Williams,New York,do,Stockton,P.M. $25.00,Missouri,1
Miss Jessie Higdon,Illinois,do,do,P.M. $20.00,Missouri,1
Mrs. E. Higdon,Tennessee,do,Stockton,$600.00,Missouri,0
Mrs. E. M. Pope,Kentucky,do,do,P.M.,Missouri,1
Joseph Kearby,Missouri,do,Springfield,$840.00,Missouri,0
Mrs. Mary Kearby,do,do,do,$720.00,Missouri,0
Franz Sigel Bonst,Missouri,do,do,$480.00,Missouri,0
Benjamin Gravely,do,do,do,$420.00,Missouri,0
George Gravely,do,do,do,$420.00,Missouri,0
Walter Chamberlain,Iowa,do,Stanberry,$480.00,Missouri,0
Herman E. Crooks,Illinois,do,Tipton,$360.00,Missouri,0
James P. Gilliam,Missouri,do,do,$240.00,Missouri,0
James W. Mills,do,do,Versailles,$180.00,Missouri,0
William H. Russell,Pennsylvania,do,Warrensburg,P.M. $27.00,Missouri,1
Louis Keller,Ohio,do,Washington,$720.00,Missouri,0
Oscar P. Coleman,Missouri,do,do,$144.00,Missouri,0
Miss Ellen Marquiss,Illinois,do,do,$104.16,Missouri,0
Elmer E. Parker,do,do,West Plains,$125.00,Missouri,0
H. P. Flynn,do,do,Windsor,$162.00,Missouri,0
Mrs. Anna Cook,Germany,Montana,Boulder Valley,P.M. $35.00,Montana,1
Elmer A. Day,Iowa,do,Bozeman,$720.00,Montana,0
George C. Swallow,Indiana,do,do,$900.00,Montana,0
Harry C. Kessler,Pennsylvania,do,Butte City,$535.92,Montana,0
Sylvester Barbour,California,do,do,$1200.00,Montana,0
John R. Boarman,Mississippi,do,do,$900.00,Montana,0
Thomas E. Tuttle,Maine,do,Deer Lodge City,$900.00,Montana,0
Thomas E. Barden,Vermont,do,Dillon,$900.00,Montana,0
Andrew J. Davis,New York,do,Helena,$1800.00,Montana,0
Richard P. Barden,Maine,do,do,$1420.00,Montana,0
William C. Bishop,Connecticut,do,do,$1200.00,Montana,0
Henry Callison,do,do,do,$900.00,Montana,0
Frank M. Torbett,Virginia,do,Miles City,$1200.00,Montana,0
Felix Omiel,Ireland,do,Silver Bow,$200.00,Montana,0
B. L. Staple,Iowa,Nebraska,Albion,$365.00,Nebraska,0
Miss Mary C. Hines,Illinois,do,Ashland,$100.00,Nebraska,0
W. C. Harlan,Iowa,do,Aurora,P.M. $40.00,Nebraska,1
O. F. Fulton,Illinois,do,Beatrice,P.M. $8.00,Nebraska,1
Miss Sarah Ball,New York,do,do,P.M. $20.00,Nebraska,1
William Allen James,Pennsylvania,do,Belvidere,$75.00,Nebraska,0
F. J. Shearns,New York,do,Blair,$450.00,Nebraska,0
E. F. Stephens,do,do,do,$300.00,Nebraska,0
Asa Blackledge,do,do,do,$300.00,Nebraska,0
Mrs. Kate Grey,Iowa,do,do,P.M. $15.00,Nebraska,1
M. A. Hartigan,Indiana,do,Bloomington,P.M. $5.00,Nebraska,1
O. D. E. Burington,Illinois,do,Blue Springs,$450.00,Nebraska,0
B. B. Thompson,Missouri,do,Brownville,$324.00,Nebraska,0
Charles Bates,West Virginia,do,Central City,$900.00,Nebraska,0
Charles H. Conn,Illinois,do,Columbus,P.M. $45.00,Nebraska,1
