Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
J. W. Wright,Ohio,Ohio,Cincinnati,$800.00,Ohio,0
J. C. Whitestone,do,do,do,$500.00,Ohio,0
A. W. Whall,do,do,do,$500.00,Ohio,0
G. W. Wunder,do,do,do,$700.00,Ohio,0
C. R. Williamson,do,do,do,$1200.00,Ohio,0
F. P. Wright,do,do,do,$500.00,Ohio,0
John Zimmer,Germany,do,do,$750.00,Ohio,0
C. Zeppenfeld,do,do,do,$750.00,Ohio,0
R. Oberdling,Germany,do,do,$700.00,Ohio,0
G. C. Orr,Ohio,do,do,$700.00,Ohio,0
G. H. Peet,England,do,do,$1200.00,Ohio,0
R. W. Purcell Jr,Ohio,do,do,$750.00,Ohio,0
P. D. Pease,New York,do,do,$750.00,Ohio,0
C. F. Poole,Kentucky,do,do,$800.00,Ohio,0
W. C. Paine,Rhode Island,do,do,$1200.00,Ohio,0
A. C. Randall,Ohio,do,do,$800.00,Ohio,0
J. M. Ritt,do,do,do,$800.00,Ohio,0
H. H. Richard,do,do,do,$800.00,Ohio,0
J. T. Ross,Kentucky,do,do,$800.00,Ohio,0
William Rowling,Ohio,do,do,$100.00,Ohio,0
W. Smith Jr,do,do,do,$1000.00,Ohio,0
H. Smith,do,do,do,$1000.00,Ohio,0
G. F. Schaefer,do,do,do,$800.00,Ohio,0
C. Schlaich,Germany,do,do,$100.00,Ohio,0
A. M. Sipe,Ohio,do,do,$800.00,Ohio,0
George Schee,do,do,do,$950.00,Ohio,0
W. H. Schrichte,do,do,do,$750.00,Ohio,0
F. Scherzinger,do,do,do,$750.00,Ohio,0
W. Schoen,New Jersey,do,do,$750.00,Ohio,0
A. L. Stokes,Ohio,do,do,$800.00,Ohio,0
A. G. Sewell Jr,do,do,do,$750.00,Ohio,0
M. N. Smith,do,do,do,$700.00,Ohio,0
W. H. Schrader,do,do,do,$800.00,Ohio,0
G. W. A. Shaffer,do,do,do,$1200.00,Ohio,0
M. J. Sands,do,do,do,$100.00,Ohio,0
J. Temple,Ohio,do,do,$275.00,Ohio,0
A. D. Troup,Kentucky,do,do,$700.00,Ohio,0
H. L. Thornton,do,do,do,$800.00,Ohio,0
Lemuel Kent,Ohio,do,Circleville,$500.00,Ohio,0
William Weaver,do,do,do,$125.00,Ohio,0
Miss Ella M. Roe,do,do,do,$125.00,Ohio,0
John Athinger,Germany,do,Cleveland,$1000.00,Ohio,0
C. C. Beauland,New York,do,do,$1000.00,Ohio,0
D. D. Burt,Vermont,do,do,$800.00,Ohio,0
B. Bennett,Ohio,do,do,$1000.00,Ohio,0
F. H. Babcock,do,do,do,$800.00,Ohio,0
J. H. Cramer,Germany,do,do,$800.00,Ohio,0
W. J. Craw,Ohio,do,do,$800.00,Ohio,0
W. H. Clench,do,do,do,$800.00,Ohio,0
William Cox,England,do,do,$800.00,Ohio,0
D. B. Curtis,Ohio,do,do,$800.00,Ohio,0
H. D. Cutler,do,do,do,$2000.00,Ohio,0
Mrs. T. S. De Forest,New York,do,do,$800.00,Ohio,0
C. O. Evarts,West Indies,do,do,$1200.00,Ohio,0
Mrs. M. J. Evans,New York,do,do,$800.00,Ohio,0
John Fitch,do,do,do,$800.00,Ohio,0
C. H. Farrell,Canada,do,do,$800.00,Ohio,0
J. M. Fording,Ohio,do,do,$2000.00,Ohio,0
F. G. Haler,New York,do,do,$800.00,Ohio,0
L. D. Hardy,District of Columbia,do,do,$1000.00,Ohio,0
H. G. Kennedy,Ohio,do,do,$1200.00,Ohio,0
T. R. Livingston,do,do,do,$1200.00,Ohio,0
Thomas Lally,Ireland,do,do,$750.00,Ohio,0
George A. McKay,New York,do,do,$800.00,Ohio,0
William Morris,do,do,do,$750.00,Ohio,0
Leopold Mayer,Germany,do,do,$1200.00,Ohio,0
F. F. Murray,Ohio,do,do,$1000.00,Ohio,0
G. P. Morris,do,do,do,$1000.00,Ohio,0
C. L. Manchester,do,do,do,$800.00,Ohio,0
A. H. Morgan,Ohio,do,do,$800.00,Ohio,0
James McCreary,do,do,do,$750.00,Ohio,0
William McLeish,do,do,do,$775.00,Ohio,0
W. C. O'Neill,do,do,do,$800.00,Ohio,0
F. J. Paine,do,do,do,$750.00,Ohio,0
C. Stephan,Germany,do,do,$1000.00,Ohio,0
E. A. Simms,Ohio,do,do,$1200.00,Ohio,0
John Sutter,do,do,do,$800.00,Ohio,0
Alex. Stuart,Ohio,do,do,$750.00,Ohio,0
J. Seszraku,New York,do,do,$750.00,Ohio,0
George Smith Jr,do,do,do,$1200.00,Ohio,0
H. L. Short,do,do,do,$1200.00,Ohio,0
Walter Scott,New York,do,do,$800.00,Ohio,0
F. W. Tompkins,do,do,do,$800.00,Ohio,0
W. H. Wardwell,do,do,do,$800.00,Ohio,0
J. or G. L. Warden,Ohio,do,do,$800.00,Ohio,0
H. W. Wilcox,New York,do,do,$800.00,Ohio,0
Miss Clara Tenney,Ohio,do,Clyde,p.m. $0.00,Ohio,1
Miss Jessie Ott,do,do,do,p.m. $0.00,Ohio,1
Miss L. Waples,do,do,Coal Grove,$125.00,Ohio,0
