Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
L. B. Morris,New York,New York,New York,$800.00,New York,0
F. B. Morrison,do,do,do,$720.00,New York,0
T. R. Morrison,England,do,do,$800.00,New York,0
E. J. Mortell,Ireland,do,do,$720.00,New York,0
E. B. Mosier,New Jersey,do,do,$1200.00,New York,0
F. H. Mosier,New York,do,do,$1200.00,New York,0
P. F. Mott,do,do,do,$1600.00,New York,0
J. J. Mullen,do,do,do,$720.00,New York,0
J. H. Mumpeton,do,do,do,$800.00,New York,0
James Murphy,do,do,do,$1200.00,New York,0
J. D. F. Murphy,do,do,do,$720.00,New York,0
J. J. Murphy,do,do,do,$600.00,New York,0
Michael Murphy,Ireland,do,do,$1080.00,New York,0
P. J. Murphy,Pennsylvania,do,do,$720.00,New York,0
R. J. Murphy,New York,do,do,$800.00,New York,0
J. J. Murray,do,do,do,$720.00,New York,0
T. J. Neill,Ireland,New Jersey,do,$800.00,New York,0
Robert Nolan,Ireland,New York,do,$900.00,New York,0
D. F. Nolson,North Carolina,do,do,$600.00,New York,0
J. S. Newman,New York,do,do,$800.00,New York,0
Thomas Noosted,Germany,do,do,$540.00,New York,0
T. G. Nolsnd,New York,do,do,$1200.00,New York,0
S. A. Northrup,do,do,do,$900.00,New York,0
A. S. Noyes,do,do,do,$900.00,New York,0
William Nygren,Ireland,do,do,$1070.00,New York,0
J. J. O'Brien,do,do,do,$720.00,New York,0
Miss Bridget O'Keefe,do,do,do,$700.00,New York,0
D. A. O'Mara,New York,do,do,$840.00,New York,0
James O'Neil,do,do,do,$720.00,New York,0
J. M. O'Brien,do,do,do,$1620.00,New York,0
Michael O'Connell,do,do,do,$840.00,New York,0
Owen O'Connell,do,do,do,$1080.00,New York,0
Thomas O'Connor,do,do,do,$1700.00,New York,0
T. W. O'Dea,do,do,do,$1380.00,New York,0
Martin Oscar,Germany,do,do,$1020.00,New York,0
G. F. Odell,New York,do,do,$1080.00,New York,0
E. P. Odell,do,do,do,$600.00,New York,0
J. F. Owens,do,do,do,$720.00,New York,0
J. E. Oliver,do,do,do,$900.00,New York,0
J. F. Osborn,do,do,do,$1080.00,New York,0
A. S. Osborn,do,do,do,$800.00,New York,0
C. S. Osborn,Missouri,do,do,$600.00,New York,0
Mrs. Packard,New York,do,do,$600.00,New York,0
Charles Palen,do,New Jersey,do,$480.00,New York,0
A. W. Paine,Pennsylvania,New York,do,$1200.00,New York,0
E. M. Palmer (inspector's office),New York,do,do,$900.00,New York,0
S. W. Palmer,do,do,do,$1440.00,New York,0
Walter Palmer,do,do,do,$900.00,New York,0
J. F. Parker,do,do,do,$1200.00,New York,0
A. V. Parker,do,do,do,$1200.00,New York,0
B. B. Parkhurst,Vermont,do,do,$1200.00,New York,0
H. E. Parks,do,do,do,$720.00,New York,0
W. N. Paris,New York,do,do,$840.00,New York,0
J. H. Parsons,England,do,do,$900.00,New York,0
T. E. Pell,New York,do,do,$600.00,New York,0
T. A. Platt,do,do,do,$900.00,New York,0
S. E. Pell,Canada,do,do,$780.00,New York,0
A. F. Perkins,New York,do,do,$720.00,New York,0
L. C. Perkinson,Virginia,do,do,$900.00,New York,0
W. H. Peters,New York,do,do,$1050.00,New York,0
J. H. Petrie,do,do,do,$600.00,New York,0
T. F. Pettit,do,do,do,$600.00,New York,0
William Pfeiffer,do,do,do,$600.00,New York,0
E. F. Phelan,do,do,do,$1200.00,New York,0
E. E. Prenner,Germany,do,do,$600.00,New York,0
G. E. Phillips,New York,do,do,$900.00,New York,0
H. A. Phillips,do,do,do,$900.00,New York,0
J. J. Phillips,Connecticut,do,do,$1600.00,New York,0
E. G. Pinckney,New York,do,do,$1320.00,New York,0
J. H. Pitt,Cuba,do,do,$900.00,New York,0
J. H. Prince,New York,do,do,$800.00,New York,0
Morris Pinkielchik,Hungary,do,do,$720.00,New York,0
William Poole,New York,do,do,$900.00,New York,0
E. S. Post,New Jersey,do,do,$1000.00,New York,0
J. A. A. Post,do,do,do,$900.00,New York,0
J. F. Potter,New York,do,do,$600.00,New York,0
L. C. Potter,do,do,do,$840.00,New York,0
N. H. Potter,do,do,do,$1200.00,New York,0
John Pratt,Ireland,do,do,$900.00,New York,0
W. H. Proctor,Connecticut,do,do,$1200.00,New York,0
George Pring,New York,do,do,$600.00,New York,0
W. S. Purdy,do,do,do,$720.00,New York,0
G. A. Pyle,New Jersey,do,do,$600.00,New York,0
Orlando Pygram,New York,do,do,$480.00,New York,0
George Quigley,Scotland,do,do,$720.00,New York,0
T. W. Quinn,New York,do,do,$720.00,New York,0
Charles Raab,do,do,do,$720.00,New York,0
Walter Raae,do,do,do,$840.00,New York,0
J. G. Rappleyea,New Jersey,New Jersey,do,$840.00,New York,0
