Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
James P. A. Lewis,Massachusetts,Massachusetts,Boston,$1020.00,Massachusetts,0
George W. Leighton,do,do,do,$1140.00,Massachusetts,0
John S. Lenfest,do,do,do,$1140.00,Massachusetts,0
Henry A. Lock,do,do,do,$1200.00,Massachusetts,0
George Loring,do,do,do,$1020.00,Massachusetts,0
Warren E. Ludwig,do,do,do,$840.00,Massachusetts,0
Nathaniel Lincoln,do,do,do,$780.00,Massachusetts,0
Edward Lockwood,New York,do,do,$780.00,Massachusetts,0
John H. Lougee,Massachusetts,do,do,$840.00,Massachusetts,0
John J. Lowry,do,do,do,$600.00,Massachusetts,0
Horace E. Lambert,do,do,do,$840.00,Massachusetts,0
William Lauber,Germany,do,do,$780.00,Massachusetts,0
Wentworth R. Langford,Massachusetts,do,do,$600.00,Massachusetts,0
Patrick J. Leahy,England,do,do,$600.00,Massachusetts,0
John H. Loomis,Massachusetts,do,do,$1080.00,Massachusetts,0
John McDonough,do,do,do,$1000.00,Massachusetts,0
Oscar H. Mann,do,do,do,$720.00,Massachusetts,0
William C. Milton,do,do,do,$1200.00,Massachusetts,0
William McCarthy,do,do,do,$720.00,Massachusetts,0
George H. McCartney,do,do,do,$800.00,Massachusetts,0
William H. McCarthy,do,do,do,$1000.00,Massachusetts,0
Edwin H. Morse,do,do,do,$900.00,Massachusetts,0
Charles V. Munroe,do,do,do,$800.00,Massachusetts,0
William F. Munroe,do,do,do,$800.00,Massachusetts,0
Miss Mary McCoy,do,do,do,$540.00,Massachusetts,0
Theodore R. Murray,Wisconsin,do,do,$900.00,Massachusetts,0
William F. Murray,Massachusetts,do,do,$900.00,Massachusetts,0
William P. McIntire,do,do,do,$1020.00,Massachusetts,0
John T. McLoud,do,do,do,$540.00,Massachusetts,0
James E. McDonald,Massachusetts,do,do,$700.00,Massachusetts,0
Miss Harriet I. Macdonald,do,do,do,$600.00,Massachusetts,0
Edwin D. Manning,England,do,do,$840.00,Massachusetts,0
Charles F. Morse,Massachusetts,do,do,$840.00,Massachusetts,0
George E. C. Morse,do,do,do,$720.00,Massachusetts,0
Charles F. Merrill,Vermont,do,do,$720.00,Massachusetts,0
Charles F. Queston,Massachusetts,do,do,$840.00,Massachusetts,0
Charles Moulton,do,do,do,$720.00,Massachusetts,0
Charles L. McCulloch,do,do,do,$720.00,Massachusetts,0
Cyrus R. MacJohn,New Hampshire,do,do,$720.00,Massachusetts,0
