Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster
W. M. Philleo,New York,New York,Utica,$1300.00,New York,0
G. W. Walker,do,do,do,$850.00,New York,0
W. W. Barnett,do,do,do,$850.00,New York,0
A. B. Dorand,do,do,do,$800.00,New York,0
J. H. Geer,do,do,do,$750.00,New York,0
L. A. Jones,do,do,do,$1100.00,New York,0
G. Heinrich,Germany,do,do,$720.00,New York,0
W. N. Weaver,New York,do,do,$700.00,New York,0
David Ross,do,do,do,$900.00,New York,0
F. J. Myers,do,do,do,$700.00,New York,0
James Cooke,do,do,do,$1500.00,New York,0
John M. Milspaugh,do,do,Walden,$300.00,New York,0
Miss Lizzie Marvi,do,do,do,$150.00,New York,0
Theodore Schoonmaker,Germany,do,Walton,$300.00,New York,0
Prescott C. Goring,New York,do,do,p.w. 4.00,New York,0
John R. Minor,do,do,do,p.w. 12.00,New York,0
George Whitmore,do,do,do,p.w. 6.00,New York,0
C. W. Miller,do,do,Warwick,$364.00,New York,0
Ednos M. Drake,do,do,Waterloo,$200.00,New York,0
W. F. Sherwood,do,do,Watertown,$720.00,New York,0
N. L. Shepard,do,do,do,$600.00,New York,0
Miss Emma A. Thomas,do,do,do,$500.00,New York,0
Abel Godard,do,do,do,$720.00,New York,0
George C. Baker,do,do,do,$400.00,New York,0
John C. Armstrong,do,do,do,$720.00,New York,0
John F. Massett,do,do,do,$720.00,New York,0
William H. Hillerman,do,do,Watkins,$600.00,New York,0
Peter Paul Connor,do,do,do,$600.00,New York,0
G. F. Haring,Pennsylvania,do,Waverly,$720.00,New York,0
C. S. Hanford,New York,do,do,$416.00,New York,0
Miss Hattie H. Eade,do,do,do,$520.00,New York,0
Daniel Blizard,do,do,do,$312.00,New York,0
Miss Effie Martin,do,do,Wellsville,$524.00,New York,0
Miss Fannie Dobbins,Pennsylvania,do,do,$520.00,New York,0
Miss F. A. Winters,New Scotia,do,West Farms,p.w. 6.00,New York,0
Charles E. McEwen,New York,do,Westfield,$520.00,New York,0
Fred. A. Eberle,do,do,do,p.d. 1.00,New York,0
Mrs. Sarah M. Pike,do,do,West New Brighton,$720.00,New York,0
F. W. Clark,do,do,Whitehall,$500.00,New York,0
F. M. Thompson,do,do,do,$300.00,New York,0
Henry Carpenter,do,do,Whitney's Point,$300.00,New York,0
Miss Mattie F. Black,Illinois,do,do,$200.00,New York,0
Julius D. Bowen,New York,do,Wolcott,$52.00,New York,0
Charles H. Cromwell,do,do,do,$52.00,New York,0
Levi T. Lisk,do,do,Wright's Corners,$52.00,New York,0
Henry C. Banker,do,do,do,$1800.00,New York,0
F. Kelsey Thompson,do,do,do,$720.00,New York,0
Frank Thum,do,do,do,$520.00,New York,0
Merritt L. Archibald,do,do,do,$400.00,New York,0
Malcolm D. McLean,do,do,do,$416.00,New York,0
C. R. Moore,North Carolina,North Carolina,Asheville,$900.00,North Carolina,0
J. Addison Bivins,do,do,Albemarle,p.q. 19.00,North Carolina,0
Miss M. Eliza A. Bennett,do,do,Charlotte,$600.00,North Carolina,0
J. Brady,do,do,do,$700.00,North Carolina,0
L. L. Jenkins,do,do,do,$600.00,North Carolina,0
J. W. Henderson,do,do,do,$300.00,North Carolina,0
William A. North,South Carolina,do,do,$100.00,North Carolina,0
W. R. Krider,North Carolina,do,Concord,$60.00,North Carolina,0
Miss Minnie Hill,do,do,do,$60.00,North Carolina,0
Miss Maggie Leslie,do,do,do,$180.00,North Carolina,0
Henry Brock,Canada,do,Durham,$216.00,North Carolina,0
George W. Lane,North Carolina,do,Edenton,$25.00,North Carolina,0
W. L. Lane,do,do,do,$25.00,North Carolina,0
Miss Sarah E. Lee,do,do,do,$15.00,North Carolina,0
J. A. Wild,do,do,Franklin,$270.00,North Carolina,0
Jesse Rogers,do,do,do,$200.00,North Carolina,0
N. W. Greene,Connecticut,do,Goldsborough,$900.00,North Carolina,0
E. J. Pearson,North Carolina,do,do,$120.00,North Carolina,0
J. F. Parker,do,do,do,$600.00,North Carolina,0
G. P. Glenn,do,do,Greensborough,$300.00,North Carolina,0
W. G. Stokes,do,do,Greenville,$125.00,North Carolina,0
E. R. Terry,do,do,do,$75.00,North Carolina,0
R. D. Weatherly,do,do,Halifax,$100.00,North Carolina,0
Lee J. Justice,do,do,Hendersonville,$15.00,North Carolina,0
J. A. Reyles,do,do,do,$67.50,North Carolina,0
Thomas J. Jarvis,do,do,Jarvis,$125.00,North Carolina,0
W. R. Coleman,do,do,Kinston,$100.00,North Carolina,0
Mrs. E. A. Willis,South Carolina,do,Lenoir,$300.00,North Carolina,0
Mrs. M. E. Whitfield,North Carolina,do,do,$75.00,North Carolina,0
D. F. Lawson,do,do,Marshall,$100.00,North Carolina,0
Mrs. Hattie E. Chambers,do,do,do,$100.00,North Carolina,0
J. W. Bowman,do,do,Morganton,$25.00,North Carolina,0
Janette Dickey,Tennessee,do,Murphy,$150.00,North Carolina,0
Edward A. Richardson,North Carolina,do,New Berne,$600.00,North Carolina,0
J. M. Hancock,do,do,do,$100.00,North Carolina,0
A. M. Jones,do,do,Oxford,$200.00,North Carolina,0
